cluster_type,LET,inner_pixels,energy,lw_ratio,density,pixel_count,frame
STRAIGHT_TRACK,1.465,0,735.0,8.4,1.362,11,8287
LIGHT_TRACK,2.356,0,1183.0,5.417,0.962,15,8287
STRAIGHT_TRACK,1.737,0,875.0,10.445,1.154,16,8287
LIGHT_TRACK,0.943,0,472.0,3.667,1.818,6,8288
LIGHT_TRACK,1.163,0,582.0,4.0,1.75,7,8288
LIGHT_TRACK,1.241,0,621.0,5.0,1.4,7,8288
LIGHT_TRACK,1.171,0,586.0,4.0,1.75,7,8288
HEAVY_TRACK,8.284,5,4233.0,14.167,1.051,33,8288
STRAIGHT_TRACK,2.152,0,1084.0,10.2,1.067,16,8288
SMALL_BLOB,0.204,0,102.0,1,1,1,8288
STRAIGHT_TRACK,1.905,0,959.0,12.6,1.289,14,8288
STRAIGHT_TRACK,2.829,0,1436.0,14.4,1.086,23,8289
SMALL_BLOB,0.45,0,225.0,1,1,1,8289
HEAVY_TRACK,6.254,7,3293.0,10.864,0.469,47,8289
SMALL_BLOB,0.38,0,190.0,1,1,2,8289
STRAIGHT_TRACK,3.011,0,1537.0,19.624,1.201,26,8290
LIGHT_TRACK,1.304,0,652.0,2.0,2.5,5,8290
SMALL_BLOB,0.262,0,131.0,1,1,2,8290
STRAIGHT_TRACK,1.675,0,841.0,13.0,2.0,13,8290
LIGHT_TRACK,1.555,0,780.0,4.333,0.667,10,8290
STRAIGHT_TRACK,1.932,0,971.0,9.222,1.218,14,8290
STRAIGHT_TRACK,1.944,0,980.0,18.0,1.778,16,8290
STRAIGHT_TRACK,2.014,0,1015.0,11.0,1.144,17,8290
LIGHT_TRACK,0.976,0,488.0,3.0,1.667,5,8291
LIGHT_TRACK,1.035,1,518.0,2.667,1.458,7,8291
LIGHT_TRACK,1.288,0,644.0,1.5,1.667,5,8291
LIGHT_TRACK,1.392,0,696.0,4.0,1.75,7,8291
LIGHT_TRACK,2.28,0,1147.0,4.167,0.533,16,8291
SMALL_BLOB,0.486,0,243.0,1,1,2,8291
SMALL_BLOB,0.278,0,139.0,1,1,2,8291
SMALL_BLOB,0.116,0,58.0,1,1,1,8291
HEAVY_TRACK,13.179,6,11177.0,58.917,0.474,151,8292
HEAVY_TRACK,8.544,6,4325.0,10.0,1.0,25,8292
STRAIGHT_TRACK,1.961,0,982.0,10.0,1.2,12,8292
LIGHT_TRACK,1.38,0,692.0,7.5,1.417,10,8292
LIGHT_TRACK,10.069,6,5417.0,2.902,0.128,69,8292
STRAIGHT_TRACK,2.602,0,1317.0,13.091,1.073,20,8292
SMALL_BLOB,0.462,0,231.0,1.0,4.0,4,8292
SMALL_BLOB,0.082,0,41.0,1,1,1,8292
SMALL_BLOB,0.06,0,30.0,1,1,1,8292
LIGHT_TRACK,2.738,4,1370.0,2.0,1.375,11,8292
STRAIGHT_TRACK,2.816,0,1416.0,9.75,1.25,15,8292
SMALL_BLOB,0.174,0,87.0,1,1,1,8292
STRAIGHT_TRACK,1.402,0,703.0,8.5,1.618,11,8293
STRAIGHT_TRACK,6.142,0,3082.0,12.0,1.25,15,8293
STRAIGHT_TRACK,2.456,0,1234.0,14.0,2.143,15,8293
STRAIGHT_TRACK,3.584,0,1805.0,13.5,1.574,17,8293
HEAVY_TRACK,4.385,8,2206.0,3.485,0.661,23,8293
HEAVY_TRACK,3.801,10,1904.0,6.0,2.333,14,8294
STRAIGHT_TRACK,3.362,0,1714.0,16.112,1.056,26,8294
LIGHT_TRACK,1.688,0,847.0,3.174,0.609,14,8294
MEDIUM_BLOB,1.162,2,581.0,1.2,1.333,8,8294
LIGHT_TRACK,1.872,0,941.0,2.75,0.379,15,8294
LIGHT_TRACK,6.135,3,3069.0,1.333,1.5,9,8294
LIGHT_TRACK,1.97,0,989.0,6.857,1.122,13,8294
STRAIGHT_TRACK,2.147,0,1083.0,12.299,1.175,17,8294
SMALL_BLOB,0.41,0,205.0,1,1,2,8294
HEAVY_TRACK,5.835,5,2918.0,1.5,1.667,10,8295
STRAIGHT_TRACK,4.422,0,2302.0,22.714,1.053,39,8295
STRAIGHT_TRACK,1.824,0,916.0,8.445,1.235,13,8295
LIGHT_TRACK,1.175,0,588.0,5.0,1.6,8,8295
LIGHT_TRACK,2.805,0,1404.0,4.5,1.444,8,8295
LIGHT_TRACK,2.247,4,1129.0,5.133,0.845,16,8295
LIGHT_TRACK,1.436,0,718.0,3.0,2.0,6,8295
STRAIGHT_TRACK,1.696,0,852.0,10.0,1.444,13,8295
LIGHT_TRACK,3.334,4,1677.0,5.5,0.909,20,8295
LIGHT_TRACK,4.945,2,2483.0,6.714,1.185,15,8295
SMALL_BLOB,0.264,0,132.0,1,1,2,8295
HEAVY_TRACK,7.528,14,3833.0,3.417,0.333,36,8295
LIGHT_TRACK,1.083,0,543.0,1,1,7,8296
HEAVY_TRACK,10.84,8,5641.0,17.92,1.011,47,8296
SMALL_BLOB,0.338,0,169.0,1.0,3.0,3,8296
SMALL_BLOB,0.134,0,67.0,1,1,1,8296
SMALL_BLOB,0.422,0,211.0,1,1,2,8296
LIGHT_TRACK,5.407,4,2787.0,15.304,0.779,32,8296
SMALL_BLOB,0.27,0,135.0,1,1,2,8296
SMALL_BLOB,0.492,0,246.0,2.0,3.0,3,8296
LIGHT_TRACK,3.47,3,1756.0,11.0,1.0,22,8297
HEAVY_TRACK,3.824,8,1925.0,4.333,0.705,22,8297
LIGHT_TRACK,2.145,0,1074.0,4.25,1.324,9,8297
STRAIGHT_TRACK,4.453,0,2316.0,25.467,1.056,34,8297
LIGHT_TRACK,1.605,1,803.0,2.667,1.458,7,8298
LIGHT_TRACK,0.879,0,440.0,4.5,1.667,6,8298
HEAVY_TRACK,4.95,5,2538.0,6.18,0.385,32,8298
SMALL_BLOB,0.058,0,29.0,1,1,1,8298
LIGHT_TRACK,1.458,0,730.0,6.0,1.667,8,8298
LIGHT_TRACK,12.896,6,11933.0,36.979,0.278,182,8298
LIGHT_TRACK,8.945,0,5576.0,16.857,0.283,93,8298
SMALL_BLOB,0.262,0,131.0,1,1,1,8299
STRAIGHT_TRACK,2.772,0,1403.0,13.5,1.136,21,8299
SMALL_BLOB,0.344,0,172.0,2.0,3.0,3,8300
SMALL_BLOB,0.024,0,12.0,1,1,1,8300
STRAIGHT_TRACK,2.006,0,1008.0,11.0,1.591,14,8300
LIGHT_TRACK,1.476,2,739.0,5.0,1.8,9,8300
LIGHT_TRACK,6.234,2,3459.0,43.106,1.025,55,8300
LIGHT_TRACK,2.767,2,1389.0,3.4,0.682,16,8301
LIGHT_TRACK,1.732,3,867.0,3.0,1.333,8,8301
SMALL_BLOB,0.739,0,370.0,1.0,4.0,4,8301
STRAIGHT_TRACK,1.47,0,738.0,9.5,1.23,11,8301
LIGHT_TRACK,1.427,1,714.0,2.0,1.4,7,8301
SMALL_BLOB,0.724,0,362.0,1.0,3.0,3,8301
LIGHT_TRACK,4.09,3,2049.0,4.0,1.172,12,8301
STRAIGHT_TRACK,2.146,0,1087.0,18.001,1.25,18,8302
SMALL_BLOB,0.176,0,88.0,1,1,1,8302
LIGHT_TRACK,1.456,0,728.0,2.0,2.5,5,8302
STRAIGHT_TRACK,2.748,0,1385.0,9.0,0.95,17,8302
SMALL_BLOB,1.005,0,503.0,3.0,2.667,4,8302
SMALL_BLOB,0.152,0,76.0,1,1,1,8302
LIGHT_TRACK,0.922,2,461.0,2.0,3.0,6,8302
LIGHT_TRACK,3.868,2,1961.0,6.342,0.543,24,8302
LIGHT_TRACK,2.04,3,1024.0,5.375,0.945,13,8302
HEAVY_TRACK,5.275,6,2693.0,4.905,0.416,36,8302
LIGHT_TRACK,1.474,0,739.0,7.5,1.417,10,8302
SMALL_BLOB,0.224,0,112.0,1,1,1,8302
HEAVY_TRACK,5.047,7,2527.0,2.5,1.3,13,8302
LIGHT_TRACK,3.222,0,1647.0,4.821,0.299,28,8302
HEAVY_TRACK,38.581,98,21701.0,19.214,0.948,131,8303
LIGHT_TRACK,6.848,2,3636.0,15.763,0.605,49,8303
LIGHT_TRACK,0.592,0,296.0,3.0,2.083,5,8303
HEAVY_TRACK,6.06,8,3063.0,11.0,1.263,25,8303
STRAIGHT_TRACK,2.375,0,1198.0,15.0,1.5,18,8303
SMALL_BLOB,0.348,0,174.0,1,1,2,8303
STRAIGHT_TRACK,1.945,0,979.0,13.0,1.635,17,8303
LIGHT_TRACK,1.54,0,772.0,7.167,1.291,9,8304
STRAIGHT_TRACK,2.332,0,1178.0,16.0,1.484,19,8304
HEAVY_BLOB,42.04,21,21061.0,1.167,0.923,31,8304
LIGHT_TRACK,1.433,0,720.0,1,1,10,8304
LIGHT_TRACK,1.612,0,806.0,4.0,1.75,7,8304
LIGHT_TRACK,4.921,2,2469.0,1.228,0.407,25,8304
LIGHT_TRACK,5.838,1,3023.0,3.771,0.219,42,8305
STRAIGHT_TRACK,3.093,0,1570.0,15.134,1.142,23,8305
SMALL_BLOB,0.194,0,97.0,1,1,1,8305
LIGHT_TRACK,1.404,0,704.0,7.0,1.349,10,8305
SMALL_BLOB,0.286,0,143.0,2.0,3.0,3,8305
LIGHT_TRACK,0.897,0,449.0,5.0,2.4,6,8305
LIGHT_TRACK,1.111,0,556.0,6.0,1.333,8,8305
HEAVY_TRACK,10.298,6,5813.0,36.508,1.024,77,8305
LIGHT_TRACK,0.813,0,407.0,4.667,1.667,7,8305
HEAVY_TRACK,5.383,5,2730.0,8.808,0.821,27,8306
SMALL_BLOB,0.394,0,197.0,1,1,2,8306
LIGHT_TRACK,2.732,1,1381.0,10.539,1.05,22,8306
LIGHT_TRACK,1.983,0,996.0,7.0,1.111,14,8306
STRAIGHT_TRACK,3.614,0,1848.0,17.957,1.091,28,8306
SMALL_BLOB,0.102,0,51.0,1,1,1,8306
HEAVY_TRACK,12.406,19,6283.0,7.231,0.974,35,8307
LIGHT_TRACK,7.43,1,3763.0,11.333,1.047,24,8307
LIGHT_TRACK,2.043,0,1026.0,7.8,1.221,14,8308
LIGHT_TRACK,3.409,1,1710.0,2.231,0.586,17,8308
SMALL_BLOB,0.074,0,37.0,1,1,1,8308
LIGHT_TRACK,4.12,2,2061.0,8.0,1.5,12,8308
HEAVY_TRACK,4.685,8,2361.0,3.476,0.554,25,8309
LIGHT_TRACK,1.278,0,640.0,5.667,1.569,8,8309
LIGHT_TRACK,1.152,0,578.0,1,1,8,8309
LIGHT_TRACK,1.759,0,882.0,6.5,1.282,12,8309
LIGHT_TRACK,3.743,0,1876.0,2.294,0.462,18,8309
HEAVY_TRACK,21.11,37,10951.0,11.75,0.861,56,8310
SMALL_BLOB,0.542,0,271.0,4.0,2.0,4,8310
SMALL_BLOB,0.312,0,156.0,1,1,2,8311
LIGHT_TRACK,1.716,2,861.0,6.0,1.296,14,8311
STRAIGHT_TRACK,2.139,0,1080.0,12.8,1.089,17,8311
HEAVY_TRACK,19.853,22,21610.0,105.963,0.697,246,8311
STRAIGHT_TRACK,1.567,0,787.0,8.375,1.187,12,8311
SMALL_BLOB,0.038,0,19.0,1,1,1,8311
LIGHT_TRACK,1.432,0,718.0,5.0,1.1,11,8312
LIGHT_TRACK,3.203,1,1604.0,4.0,1.276,10,8312
LIGHT_TRACK,3.839,1,1932.0,1.23,0.251,26,8312
LIGHT_TRACK,1.212,0,608.0,1,1,8,8312
LIGHT_TRACK,1.16,0,581.0,5.5,1.545,8,8312
SMALL_BLOB,0.052,0,26.0,1,1,1,8312
SMALL_BLOB,0.036,0,18.0,1,1,1,8312
LIGHT_TRACK,1.274,0,638.0,6.0,1.5,9,8312
LIGHT_TRACK,3.115,2,1558.0,5.0,1.8,9,8313
LIGHT_TRACK,14.227,10,11218.0,15.841,0.173,162,8313
LIGHT_TRACK,1.194,0,598.0,6.667,1.5,9,8313
LIGHT_TRACK,1.68,4,840.0,7.0,1.714,12,8313
STRAIGHT_TRACK,2.165,0,1094.0,15.001,1.275,18,8313
HEAVY_TRACK,2.116,5,1059.0,2.0,1.5,12,8313
LIGHT_TRACK,1.476,0,740.0,7.666,1.449,10,8314
LIGHT_TRACK,1.115,0,558.0,4.167,1.333,8,8314
SMALL_BLOB,0.202,0,101.0,1,1,2,8314
LIGHT_TRACK,5.582,4,2859.0,14.107,0.946,33,8314
LIGHT_TRACK,1.593,0,798.0,5.25,1.393,9,8314
LIGHT_TRACK,2.419,0,1216.0,6.333,0.814,14,8314
LIGHT_TRACK,1.548,2,774.0,5.0,1.8,9,8314
LIGHT_TRACK,0.656,0,328.0,2.0,2.5,5,8314
SMALL_BLOB,0.122,0,61.0,1,1,1,8314
SMALL_BLOB,0.078,0,39.0,1,1,1,8314
SMALL_BLOB,0.108,0,54.0,1,1,1,8314
SMALL_BLOB,0.278,0,139.0,1,1,2,8315
LIGHT_TRACK,1.653,0,827.0,6.0,2.333,7,8315
STRAIGHT_TRACK,1.352,0,678.0,8.714,1.286,9,8315
LIGHT_TRACK,1.363,0,683.0,6.5,1.471,9,8315
SMALL_BLOB,0.184,0,92.0,1,1,1,8315
HEAVY_TRACK,3.844,5,1928.0,4.5,1.042,15,8316
LIGHT_TRACK,2.261,0,1134.0,6.0,1.111,12,8316
LIGHT_TRACK,1.706,0,854.0,2.533,0.714,11,8316
LIGHT_TRACK,1.503,0,753.0,6.5,1.731,9,8316
SMALL_BLOB,0.482,0,241.0,1,1,2,8316
SMALL_BLOB,0.633,0,317.0,1.0,4.0,4,8316
SMALL_BLOB,0.16,0,80.0,1,1,2,8316
STRAIGHT_TRACK,1.524,0,764.0,8.5,1.471,10,8316
LIGHT_TRACK,3.182,0,1595.0,5.75,1.304,12,8316
LIGHT_TRACK,1.165,0,583.0,3.5,1.429,8,8316
HEAVY_TRACK,8.046,8,4057.0,7.778,1.105,24,8316
STRAIGHT_TRACK,1.786,0,897.0,10.0,1.333,12,8316
LIGHT_TRACK,1.618,0,812.0,3.7,0.6,12,8316
LIGHT_TRACK,0.93,1,465.0,2.0,1.667,6,8316
LIGHT_TRACK,1.018,0,509.0,3.0,2.0,6,8316
LIGHT_TRACK,2.472,4,1237.0,2.0,1.25,10,8316
SMALL_BLOB,0.952,0,476.0,1,1,2,8317
STRAIGHT_TRACK,2.57,0,1302.0,9.607,0.75,21,8317
LIGHT_TRACK,8.682,28,4686.0,3.29,0.141,70,8317
STRAIGHT_TRACK,2.976,0,1507.0,12.769,1.081,22,8317
LIGHT_TRACK,3.582,2,1820.0,13.111,1.04,26,8317
SMALL_BLOB,0.268,0,134.0,1,1,1,8317
SMALL_BLOB,0.188,0,94.0,1,1,1,8317
SMALL_BLOB,0.45,0,225.0,1,1,2,8318
HEAVY_TRACK,6.678,9,3442.0,3.571,0.303,53,8318
SMALL_BLOB,0.132,0,66.0,1,1,1,8318
STRAIGHT_TRACK,3.179,0,1613.0,15.5,1.101,21,8318
LIGHT_TRACK,1.037,0,519.0,4.5,1.667,6,8318
LIGHT_TRACK,1.681,0,843.0,6.5,1.282,12,8318
SMALL_BLOB,0.248,0,124.0,1,1,2,8319
STRAIGHT_TRACK,2.284,0,1148.0,11.0,1.364,15,8319
SMALL_BLOB,0.404,0,202.0,1,1,1,8319
LIGHT_TRACK,5.087,3,2565.0,8.444,1.044,21,8319
STRAIGHT_TRACK,1.521,0,763.0,9.5,1.579,12,8319
SMALL_BLOB,0.04,0,20.0,1,1,1,8320
LIGHT_TRACK,1.139,0,570.0,5.0,1.75,7,8320
LIGHT_TRACK,3.531,2,1786.0,8.154,0.77,22,8320
STRAIGHT_TRACK,1.483,0,745.0,9.167,1.236,12,8320
LIGHT_TRACK,6.068,0,3251.0,6.966,0.24,51,8320
LIGHT_TRACK,4.515,2,2361.0,14.556,0.622,40,8320
STRAIGHT_TRACK,1.594,0,801.0,9.222,1.218,14,8320
SMALL_BLOB,0.318,0,159.0,1,1,1,8320
STRAIGHT_TRACK,2.214,0,1115.0,12.0,1.333,16,8320
STRAIGHT_TRACK,2.191,0,1104.0,8.111,0.828,16,8320
STRAIGHT_TRACK,2.414,0,1217.0,11.714,1.214,17,8321
LIGHT_TRACK,1.174,0,588.0,5.2,1.4,7,8321
SMALL_BLOB,0.13,0,65.0,1,1,1,8321
LIGHT_TRACK,1.345,0,673.0,4.0,1.875,6,8321
LIGHT_TRACK,1.135,0,568.0,6.0,2.333,7,8321
LIGHT_TRACK,1.606,0,804.0,5.25,1.417,7,8322
SMALL_BLOB,0.336,0,168.0,1,1,2,8322
SMALL_BLOB,0.991,0,496.0,1.0,4.0,4,8322
LIGHT_TRACK,1.222,0,611.0,4.0,1.75,7,8322
HEAVY_TRACK,11.198,16,7841.0,59.718,0.714,115,8322
STRAIGHT_TRACK,5.814,0,2942.0,22.0,2.091,23,8322
LIGHT_TRACK,1.079,0,540.0,5.0,1.5,6,8322
LIGHT_TRACK,3.381,3,1700.0,5.667,0.904,18,8323
STRAIGHT_TRACK,1.597,0,799.0,9.0,1.333,12,8323
STRAIGHT_TRACK,3.068,0,1557.0,14.777,1.114,23,8323
SMALL_BLOB,0.418,0,209.0,1,1,1,8323
SMALL_BLOB,0.05,0,25.0,1,1,1,8323
LIGHT_TRACK,1.315,0,658.0,3.5,1.429,8,8324
STRAIGHT_TRACK,1.537,0,770.0,9.0,2.0,9,8324
STRAIGHT_TRACK,3.451,0,1762.0,9.235,0.587,27,8324
HEAVY_BLOB,33.952,34,17009.0,1.167,1.024,43,8324
HEAVY_TRACK,2.121,5,1062.0,1.333,0.694,15,8324
STRAIGHT_TRACK,3.716,0,1891.0,15.0,1.125,27,8325
LIGHT_TRACK,4.003,4,2005.0,3.5,1.238,12,8325
LIGHT_TRACK,1.468,2,736.0,7.0,1.571,11,8325
STRAIGHT_TRACK,6.561,0,3627.0,42.332,1.085,57,8325
LIGHT_TRACK,1.262,0,632.0,5.5,1.545,8,8325
STRAIGHT_TRACK,2.719,0,1377.0,13.5,1.087,21,8325
LIGHT_TRACK,1.02,0,510.0,3.0,1.667,5,8325
LIGHT_TRACK,0.562,0,281.0,3.5,1.786,5,8325
LIGHT_TRACK,1.721,0,862.0,7.0,1.286,9,8326
LIGHT_TRACK,5.364,3,2854.0,12.317,0.438,47,8327
LIGHT_TRACK,1.089,1,545.0,1.5,1.333,8,8327
SMALL_BLOB,0.318,0,159.0,1,1,2,8327
SMALL_BLOB,0.23,0,115.0,1,1,2,8327
SMALL_BLOB,0.522,0,261.0,1.0,3.0,3,8327
SMALL_BLOB,0.044,0,22.0,1,1,1,8328
HEAVY_TRACK,2.961,7,1481.0,2.333,0.762,16,8328
LIGHT_TRACK,3.798,0,1903.0,5.0,1.375,11,8328
HEAVY_TRACK,22.867,24,11893.0,14.842,0.978,54,8328
SMALL_BLOB,0.132,0,66.0,1,1,1,8329
SMALL_BLOB,0.598,0,299.0,1.0,3.0,3,8329
SMALL_BLOB,0.144,0,72.0,1,1,1,8329
LIGHT_TRACK,8.023,4,4463.0,24.762,0.667,64,8329
LIGHT_TRACK,1.734,0,868.0,3.5,1.429,8,8329
LIGHT_TRACK,2.402,1,1202.0,3.333,1.333,8,8330
LIGHT_TRACK,1.085,0,543.0,3.5,1.786,5,8330
LIGHT_TRACK,3.25,3,1626.0,1.75,1.429,8,8330
HEAVY_TRACK,21.741,29,10962.0,4.143,1.059,43,8330
LIGHT_TRACK,4.886,4,2523.0,11.1,0.6,36,8330
LIGHT_TRACK,4.282,2,2177.0,8.095,0.643,27,8330
LIGHT_TRACK,2.623,2,1315.0,3.143,0.909,14,8330
HEAVY_TRACK,6.268,6,3138.0,2.2,1.273,14,8330
STRAIGHT_TRACK,2.688,0,1353.0,16.0,1.188,19,8330
LIGHT_TRACK,0.912,0,456.0,2.0,2.5,5,8330
LIGHT_TRACK,1.483,0,744.0,7.75,1.258,12,8330
LIGHT_TRACK,1.433,0,717.0,4.5,1.667,6,8330
SMALL_BLOB,0.312,0,156.0,1,1,2,8330
STRAIGHT_TRACK,1.803,0,906.0,11.0,1.591,14,8330
SMALL_BLOB,1.018,0,509.0,1,1,2,8330
LIGHT_TRACK,1.125,0,563.0,4.0,1.875,6,8331
LIGHT_TRACK,4.24,0,2130.0,1.25,0.28,28,8331
STRAIGHT_TRACK,3.802,0,1953.0,19.4,1.052,30,8331
STRAIGHT_TRACK,2.593,0,1304.0,8.0,0.972,14,8331
LIGHT_TRACK,7.281,7,3796.0,4.623,0.261,49,8331
SMALL_BLOB,0.596,0,298.0,1.0,4.0,4,8331
SMALL_BLOB,0.168,0,84.0,1,1,2,8331
LIGHT_TRACK,3.569,3,1785.0,1.5,1.5,9,8331
LIGHT_TRACK,3.997,4,2024.0,5.333,0.521,25,8332
LIGHT_TRACK,0.983,0,492.0,1,1,5,8332
SMALL_BLOB,0.736,0,368.0,1.0,3.0,3,8332
SMALL_BLOB,0.278,0,139.0,1,1,1,8332
HEAVY_TRACK,10.063,17,5062.0,5.5,1.136,25,8332
LIGHT_TRACK,1.162,0,581.0,3.0,2.083,5,8332
SMALL_BLOB,0.966,0,483.0,1,1,3,8333
LIGHT_TRACK,4.141,0,2124.0,6.952,0.401,30,8333
SMALL_BLOB,0.34,0,170.0,1,1,2,8333
SMALL_BLOB,0.276,0,138.0,1,1,2,8334
STRAIGHT_TRACK,1.995,0,1006.0,10.5,0.972,16,8334
LIGHT_TRACK,1.25,0,626.0,5.0,1.462,9,8334
STRAIGHT_TRACK,5.107,0,2694.0,25.857,0.938,41,8335
SMALL_BLOB,0.446,0,223.0,1,1,3,8335
LIGHT_TRACK,1.911,0,959.0,6.75,1.204,13,8335
STRAIGHT_TRACK,1.998,0,1004.0,10.4,1.3,13,8335
STRAIGHT_TRACK,3.346,0,1691.0,12.286,1.13,20,8335
SMALL_BLOB,0.364,0,182.0,1,1,2,8335
SMALL_BLOB,0.108,0,54.0,1,1,1,8335
LIGHT_TRACK,2.06,0,1034.0,5.857,0.929,13,8335
HEAVY_TRACK,3.863,6,1943.0,1.75,0.38,25,8335
SMALL_BLOB,0.502,0,251.0,1,1,2,8335
LIGHT_TRACK,3.009,1,1505.0,1.5,2.0,6,8335
HEAVY_TRACK,4.004,7,2005.0,4.0,1.625,13,8336
HEAVY_TRACK,3.647,8,1827.0,1.405,0.423,22,8336
LIGHT_TRACK,12.396,9,6633.0,2.093,0.126,87,8336
LIGHT_TRACK,2.39,1,1201.0,7.143,1.143,16,8336
HEAVY_TRACK,4.733,8,2371.0,3.0,1.167,14,8336
STRAIGHT_TRACK,1.149,0,577.0,9.666,1.264,11,8337
HEAVY_TRACK,8.996,14,4514.0,3.5,1.069,22,8337
LIGHT_TRACK,0.854,0,427.0,3.0,2.0,6,8337
LIGHT_TRACK,1.125,0,563.0,1,1,5,8337
LIGHT_TRACK,0.677,0,339.0,4.333,1.538,6,8337
SMALL_BLOB,0.418,0,209.0,1.0,3.0,3,8337
STRAIGHT_TRACK,1.545,0,775.0,11.0,1.818,10,8338
LIGHT_TRACK,2.025,0,1014.0,2.571,0.929,9,8338
LIGHT_TRACK,2.16,2,1091.0,11.4,1.083,19,8338
SMALL_BLOB,0.23,0,115.0,1,1,2,8338
LIGHT_TRACK,1.521,0,762.0,6.667,1.5,9,8338
HEAVY_TRACK,14.254,25,7140.0,8.0,1.062,34,8338
LIGHT_TRACK,3.422,2,1733.0,12.667,1.072,22,8339
HEAVY_TRACK,17.877,29,9000.0,4.533,0.994,39,8339
SMALL_BLOB,0.452,0,226.0,1,1,2,8339
HEAVY_TRACK,2.76,7,1383.0,3.0,1.111,15,8339
HEAVY_TRACK,40.541,49,20334.0,1.289,0.838,60,8339
LIGHT_TRACK,6.488,2,3352.0,17.704,0.995,38,8339
SMALL_BLOB,0.156,0,78.0,1,1,1,8339
HEAVY_TRACK,26.929,8,13467.0,1.5,2.0,12,8340
LIGHT_TRACK,1.418,0,711.0,6.5,1.175,11,8340
LIGHT_TRACK,1.374,0,687.0,1.0,1.5,6,8340
STRAIGHT_TRACK,3.654,0,1888.0,23.44,1.034,30,8340
LIGHT_TRACK,5.372,0,2767.0,5.911,0.36,37,8340
HEAVY_TRACK,6.212,7,3124.0,3.0,0.599,23,8340
HEAVY_TRACK,5.702,6,2863.0,6.5,1.308,17,8341
LIGHT_TRACK,0.862,0,431.0,1.5,1.667,5,8341
HEAVY_TRACK,111.996,114,58326.0,3.372,0.609,152,8341
LIGHT_TRACK,1.32,0,661.0,6.0,1.458,7,8342
HEAVY_TRACK,6.728,8,3595.0,11.11,0.423,54,8342
LIGHT_TRACK,1.163,0,583.0,1,1,7,8342
STRAIGHT_TRACK,4.918,0,2592.0,27.909,1.032,41,8342
STRAIGHT_TRACK,12.67,0,9842.0,64.769,0.683,149,8342
LIGHT_TRACK,3.944,2,1992.0,9.833,0.96,20,8342
LIGHT_TRACK,1.23,0,616.0,6.2,1.342,8,8342
HEAVY_TRACK,12.43,25,6331.0,9.548,1.066,42,8342
STRAIGHT_TRACK,2.307,0,1164.0,14.333,1.395,18,8343
LIGHT_TRACK,20.269,11,26994.0,2.782,0.019,417,8343
SMALL_BLOB,0.328,0,164.0,1,1,2,8343
SMALL_BLOB,0.911,0,456.0,3.0,2.667,4,8343
LIGHT_TRACK,1.25,0,625.0,3.0,2.0,6,8343
HEAVY_TRACK,2.964,6,1491.0,2.778,0.422,19,8343
HEAVY_TRACK,26.954,46,13574.0,2.235,0.882,57,8343
STRAIGHT_TRACK,1.871,0,943.0,11.714,1.143,16,8343
LIGHT_TRACK,1.341,0,671.0,5.0,2.4,6,8344
LIGHT_TRACK,1.438,0,721.0,4.333,0.917,11,8344
STRAIGHT_TRACK,3.014,0,1538.0,17.473,1.05,25,8344
LIGHT_TRACK,1.519,3,760.0,2.8,1.286,9,8344
STRAIGHT_TRACK,2.15,0,1083.0,11.75,1.298,16,8344
STRAIGHT_TRACK,1.242,0,623.0,11.0,2.0,11,8344
LIGHT_TRACK,3.887,0,1976.0,3.455,0.278,29,8345
LIGHT_TRACK,0.926,0,463.0,1.667,1.667,5,8345
STRAIGHT_TRACK,1.635,0,823.0,12.6,1.197,13,8345
SMALL_BLOB,0.304,0,152.0,1,1,1,8345
SMALL_BLOB,0.348,0,174.0,1,1,2,8345
HEAVY_TRACK,3.548,8,1784.0,2.143,0.552,29,8345
LIGHT_TRACK,1.357,0,680.0,5.25,1.19,10,8345
LIGHT_TRACK,1.468,0,736.0,5.625,1.253,11,8345
SMALL_BLOB,0.254,0,127.0,1,1,1,8345
HEAVY_TRACK,7.588,5,3923.0,7.552,0.426,39,8346
STRAIGHT_TRACK,3.335,0,1707.0,15.9,0.9,27,8346
SMALL_BLOB,0.83,0,415.0,1,1,3,8346
HEAVY_TRACK,4.964,6,2486.0,4.0,1.5,12,8346
STRAIGHT_TRACK,2.715,0,1378.0,18.001,1.24,21,8346
LIGHT_TRACK,1.329,1,665.0,3.0,1.333,8,8346
LIGHT_TRACK,1.56,0,782.0,6.5,1.375,11,8346
STRAIGHT_TRACK,1.656,0,832.0,11.0,1.477,13,8346
STRAIGHT_TRACK,3.393,0,1706.0,22.0,1.136,25,8347
LIGHT_TRACK,1.394,0,698.0,7.0,1.286,9,8347
HEAVY_TRACK,6.698,6,3352.0,2.143,1.238,13,8347
HEAVY_TRACK,5.351,5,2734.0,7.0,0.508,32,8347
SMALL_BLOB,0.914,0,457.0,1,1,3,8347
HEAVY_TRACK,16.968,28,20980.0,123.483,0.686,284,8348
LIGHT_TRACK,1.09,0,545.0,2.0,2.5,5,8348
STRAIGHT_TRACK,1.518,0,762.0,9.0,1.271,12,8348
LIGHT_TRACK,5.673,3,2874.0,2.556,0.29,30,8348
LIGHT_TRACK,2.892,0,1450.0,6.167,1.405,12,8348
LIGHT_TRACK,5.0,2,2549.0,14.077,1.072,30,8348
STRAIGHT_TRACK,1.555,0,780.0,11.0,2.0,11,8348
