cluster_type,LET,inner_pixels,energy,lw_ratio,density,pixel_count,frame
SMALL_BLOB,0.202,0,101.0,1,1,1,7575
SMALL_BLOB,0.178,0,89.0,1,1,1,7575
SMALL_BLOB,0.056,0,28.0,1,1,1,7575
HEAVY_BLOB,18.39,23,9220.0,1.143,1.143,32,7575
LIGHT_TRACK,5.313,4,2658.0,1.333,1.667,10,7575
LIGHT_TRACK,1.31,0,655.0,2.0,2.5,5,7575
LIGHT_TRACK,4.701,2,2382.0,11.75,1.093,25,7575
LIGHT_TRACK,1.508,0,754.0,2.0,2.5,5,7575
LIGHT_TRACK,6.259,2,3131.0,3.333,0.567,17,7575
HEAVY_TRACK,3.437,6,1756.0,21.0,1.429,30,7576
LIGHT_TRACK,2.048,0,1028.0,6.857,1.208,14,7576
SMALL_BLOB,0.08,0,40.0,1,1,1,7576
LIGHT_TRACK,2.695,2,1351.0,2.769,0.806,13,7576
SMALL_BLOB,0.42,0,210.0,1,1,4,7576
HEAVY_TRACK,12.683,12,6466.0,11.333,0.973,34,7576
SMALL_BLOB,1.157,0,579.0,1.0,4.0,4,7576
SMALL_BLOB,0.979,0,490.0,1,1,4,7576
LIGHT_TRACK,0.973,0,487.0,4.333,1.538,6,7576
LIGHT_TRACK,1.809,4,905.0,1.333,1.0,12,7576
LIGHT_TRACK,1.365,0,684.0,7.25,1.319,9,7576
STRAIGHT_TRACK,4.126,0,2116.0,18.647,1.039,29,7577
LIGHT_TRACK,7.26,5,3710.0,4.175,0.187,61,7577
STRAIGHT_TRACK,4.531,0,2346.0,38.0,1.842,35,7577
LIGHT_TRACK,1.217,0,609.0,4.5,1.284,8,7577
LIGHT_TRACK,9.323,3,5848.0,46.109,0.747,93,7577
SMALL_BLOB,0.983,0,492.0,1,1,4,7577
STRAIGHT_TRACK,1.817,0,916.0,11.23,1.027,15,7577
LIGHT_TRACK,1.045,0,523.0,1,1,5,7577
LIGHT_TRACK,1.053,0,527.0,4.5,1.667,6,7577
LIGHT_TRACK,2.244,4,1123.0,1.4,0.929,10,7577
SMALL_BLOB,0.162,0,81.0,1,1,1,7577
LIGHT_TRACK,2.045,0,1027.0,7.6,1.163,13,7577
LIGHT_TRACK,0.978,0,489.0,2.0,2.5,5,7577
LIGHT_TRACK,1.526,0,764.0,6.0,1.667,8,7577
LIGHT_TRACK,0.765,0,383.0,5.667,1.667,5,7578
LIGHT_TRACK,2.047,0,1024.0,4.1,0.595,18,7578
LIGHT_TRACK,3.185,2,1595.0,4.0,1.389,10,7578
LIGHT_TRACK,2.594,0,1317.0,6.0,0.433,22,7578
STRAIGHT_TRACK,2.954,0,1490.0,11.625,1.142,17,7578
HEAVY_TRACK,8.09,10,4053.0,2.333,1.071,18,7578
SMALL_BLOB,0.19,0,95.0,1,1,2,7578
SMALL_BLOB,0.248,0,124.0,1,1,2,7578
STRAIGHT_TRACK,1.607,0,807.0,9.167,1.339,13,7578
STRAIGHT_TRACK,2.625,0,1320.0,8.667,1.132,15,7578
HEAVY_TRACK,6.841,6,3490.0,10.033,0.783,32,7578
SMALL_BLOB,0.268,0,134.0,1,1,1,7579
STRAIGHT_TRACK,6.76,0,3848.0,42.195,0.898,63,7579
STRAIGHT_TRACK,1.583,0,795.0,8.5,1.243,13,7579
LIGHT_TRACK,2.511,0,1262.0,6.375,0.892,14,7579
STRAIGHT_TRACK,1.63,0,818.0,8.333,1.233,10,7579
LIGHT_TRACK,1.196,0,599.0,6.667,1.5,9,7579
LIGHT_TRACK,1.352,0,678.0,1,1,8,7579
HEAVY_TRACK,3.409,7,1712.0,2.105,0.511,21,7579
LIGHT_TRACK,3.327,1,1686.0,3.862,0.343,24,7579
STRAIGHT_TRACK,2.936,0,1496.0,17.15,1.067,24,7579
SMALL_BLOB,0.6,0,300.0,2.0,3.0,3,7579
SMALL_BLOB,0.32,0,160.0,1,1,1,7579
LIGHT_TRACK,6.053,4,3207.0,11.691,0.43,45,7580
HEAVY_BLOB,23.358,23,11694.0,1.2,1.033,31,7580
HEAVY_TRACK,87.044,52,46721.0,7.8,0.503,98,7580
HEAVY_TRACK,4.742,10,2391.0,3.625,0.668,31,7580
SMALL_BLOB,0.142,0,71.0,1,1,1,7580
LIGHT_TRACK,16.14,25,8820.0,4.909,0.158,113,7580
HEAVY_TRACK,6.932,8,3538.0,2.88,0.311,43,7580
SMALL_BLOB,0.066,0,33.0,1,1,1,7580
HEAVY_TRACK,2.966,8,1484.0,1.333,1.167,14,7580
SMALL_BLOB,0.164,0,82.0,1,1,1,7581
LIGHT_TRACK,3.292,3,1650.0,2.822,0.459,21,7581
LIGHT_TRACK,2.239,0,1121.0,4.25,1.324,9,7581
LIGHT_TRACK,3.155,0,1593.0,3.5,0.393,22,7581
LIGHT_TRACK,1.981,2,991.0,1.6,1.125,9,7581
LIGHT_TRACK,1.665,0,834.0,1,1,6,7581
SMALL_BLOB,0.104,0,52.0,1,1,1,7581
LIGHT_TRACK,1.854,0,932.0,7.571,1.0,14,7581
LIGHT_TRACK,1.122,0,562.0,6.0,1.458,7,7582
LIGHT_TRACK,1.227,0,614.0,5.0,1.75,7,7582
SMALL_BLOB,0.416,0,208.0,1,1,2,7582
STRAIGHT_TRACK,2.436,0,1231.0,12.769,1.145,19,7582
SMALL_BLOB,1.069,0,535.0,2.0,2.0,4,7582
STRAIGHT_TRACK,2.63,0,1332.0,16.333,1.196,19,7583
LIGHT_TRACK,3.677,3,1846.0,2.237,0.497,22,7583
LIGHT_TRACK,2.935,4,1473.0,3.875,0.855,16,7583
SMALL_BLOB,0.73,0,365.0,1,1,1,7583
SMALL_BLOB,0.816,0,408.0,1.0,3.0,3,7583
STRAIGHT_TRACK,2.062,0,1041.0,12.538,1.034,16,7583
SMALL_BLOB,0.896,0,448.0,5.0,3.0,3,7583
HEAVY_TRACK,7.947,15,4179.0,10.0,0.481,51,7583
LIGHT_TRACK,2.113,0,1061.0,7.833,1.241,14,7584
LIGHT_TRACK,1.765,0,886.0,5.875,0.83,12,7584
STRAIGHT_TRACK,1.858,0,936.0,11.0,1.33,18,7584
LIGHT_TRACK,3.589,4,1824.0,15.734,1.201,25,7584
LIGHT_TRACK,2.821,0,1417.0,7.5,1.167,14,7584
SMALL_BLOB,0.112,0,56.0,1,1,1,7584
LIGHT_TRACK,1.119,0,560.0,4.0,1.422,7,7584
LIGHT_TRACK,1.043,0,522.0,7.0,1.286,9,7584
LIGHT_TRACK,1.418,0,711.0,7.25,1.319,9,7584
SMALL_BLOB,0.062,0,31.0,1,1,1,7585
SMALL_BLOB,0.316,0,158.0,1.0,3.0,3,7585
SMALL_BLOB,0.924,0,462.0,2.0,3.0,3,7585
LIGHT_TRACK,2.473,0,1250.0,7.2,0.687,21,7585
SMALL_BLOB,0.368,0,184.0,1,1,2,7585
SMALL_BLOB,0.873,0,437.0,3.0,2.667,4,7585
STRAIGHT_TRACK,3.448,0,1769.0,23.0,1.13,26,7585
SMALL_BLOB,0.524,0,262.0,1,1,2,7585
STRAIGHT_TRACK,2.571,0,1308.0,17.0,1.147,24,7585
SMALL_BLOB,0.21,0,105.0,1,1,1,7586
STRAIGHT_TRACK,3.207,0,1634.0,20.251,1.312,25,7586
LIGHT_TRACK,1.512,0,758.0,1,1,7,7586
STRAIGHT_TRACK,1.589,0,796.0,9.0,2.222,10,7586
HEAVY_TRACK,13.502,108,6863.0,9.833,0.376,133,7586
STRAIGHT_TRACK,2.404,0,1211.0,8.5,0.944,17,7587
SMALL_BLOB,0.066,0,33.0,1,1,1,7587
SMALL_BLOB,0.51,0,255.0,1.0,3.0,3,7587
SMALL_BLOB,0.128,0,64.0,1,1,2,7587
LIGHT_TRACK,1.591,0,796.0,6.0,1.5,9,7587
LIGHT_TRACK,3.78,3,1893.0,3.0,1.146,11,7587
STRAIGHT_TRACK,2.774,0,1408.0,15.188,1.142,23,7588
STRAIGHT_TRACK,2.281,0,1149.0,11.0,1.182,16,7588
LIGHT_TRACK,7.416,3,4148.0,6.129,0.155,63,7588
STRAIGHT_TRACK,4.106,0,2153.0,23.886,0.862,36,7588
STRAIGHT_TRACK,1.348,0,676.0,9.4,1.302,9,7588
LIGHT_TRACK,2.024,2,1014.0,7.0,1.571,11,7589
HEAVY_TRACK,20.634,31,10948.0,19.706,1.0,64,7589
LIGHT_TRACK,1.091,0,546.0,4.0,1.875,6,7589
STRAIGHT_TRACK,2.198,0,1106.0,9.714,1.088,14,7589
STRAIGHT_TRACK,2.284,0,1150.0,12.333,1.261,14,7589
HEAVY_TRACK,6.424,13,3383.0,7.794,0.349,49,7589
LIGHT_TRACK,2.753,1,1378.0,3.3,0.739,15,7589
LIGHT_TRACK,3.198,0,1620.0,5.316,0.491,24,7589
SMALL_BLOB,0.124,0,62.0,1,1,1,7589
SMALL_BLOB,0.59,0,295.0,1,1,2,7589
LIGHT_TRACK,1.274,0,638.0,7.4,1.4,7,7589
STRAIGHT_TRACK,7.372,0,4102.0,21.481,0.504,56,7589
LIGHT_TRACK,0.971,0,486.0,3.75,1.517,7,7589
STRAIGHT_TRACK,1.693,0,850.0,10.0,1.5,12,7589
HEAVY_TRACK,4.12,16,2073.0,8.0,1.438,23,7590
STRAIGHT_TRACK,1.532,0,770.0,10.167,1.213,12,7590
LIGHT_TRACK,3.651,2,1841.0,2.804,0.382,23,7590
LIGHT_TRACK,7.658,10,3852.0,4.814,0.241,63,7590
LIGHT_TRACK,7.815,7,3993.0,2.256,0.247,44,7590
LIGHT_TRACK,15.712,6,9651.0,2.036,0.06,150,7590
LIGHT_TRACK,1.435,0,718.0,7.0,1.429,10,7590
LIGHT_TRACK,2.153,2,1083.0,5.75,0.832,18,7591
STRAIGHT_TRACK,2.556,0,1297.0,16.214,1.143,21,7591
STRAIGHT_TRACK,2.598,0,1302.0,14.0,1.214,17,7591
STRAIGHT_TRACK,11.435,0,6125.0,43.0,1.14,49,7591
LIGHT_TRACK,1.499,0,751.0,3.333,0.75,9,7591
LIGHT_TRACK,7.23,4,3701.0,3.839,0.319,39,7591
LIGHT_TRACK,1.045,0,523.0,5.0,2.4,6,7591
LIGHT_TRACK,1.109,0,555.0,3.5,1.429,8,7591
LIGHT_TRACK,1.009,0,505.0,5.5,1.818,8,7591
SMALL_BLOB,0.318,0,159.0,1,1,1,7591
STRAIGHT_TRACK,2.179,0,1096.0,9.75,1.167,14,7592
LIGHT_TRACK,0.99,0,495.0,3.0,1.667,5,7592
LIGHT_TRACK,1.825,3,914.0,4.0,1.25,10,7592
LIGHT_TRACK,3.744,0,1884.0,1.71,0.339,21,7592
SMALL_BLOB,0.4,0,200.0,1,1,2,7592
STRAIGHT_TRACK,2.744,0,1376.0,16.0,1.188,19,7592
LIGHT_TRACK,1.354,0,678.0,5.333,1.458,7,7593
STRAIGHT_TRACK,4.594,0,2398.0,19.515,0.803,37,7593
STRAIGHT_TRACK,2.626,0,1323.0,10.2,1.133,17,7593
LIGHT_TRACK,5.606,4,2848.0,11.4,0.982,28,7593
SMALL_BLOB,0.176,0,88.0,1,1,1,7593
STRAIGHT_TRACK,3.096,0,1585.0,18.916,1.092,28,7594
SMALL_BLOB,0.058,0,29.0,1,1,1,7594
SMALL_BLOB,0.308,0,154.0,1,1,2,7594
SMALL_BLOB,0.59,0,295.0,1,1,2,7594
LIGHT_TRACK,5.008,3,2603.0,9.415,0.447,38,7594
SMALL_BLOB,0.176,0,88.0,1,1,2,7594
HEAVY_TRACK,13.749,13,6894.0,2.667,1.146,22,7594
LIGHT_TRACK,1.181,0,592.0,7.5,1.5,9,7594
SMALL_BLOB,0.084,0,42.0,1,1,1,7595
LIGHT_TRACK,5.03,2,2614.0,20.625,1.005,39,7595
STRAIGHT_TRACK,1.089,0,545.0,9.0,1.556,7,7595
LIGHT_TRACK,4.549,1,2333.0,8.667,0.516,31,7595
LIGHT_TRACK,1.977,1,991.0,3.0,0.816,12,7595
LIGHT_TRACK,1.07,0,535.0,2.0,2.5,5,7595
LIGHT_TRACK,4.999,2,2633.0,14.818,0.568,42,7595
LIGHT_TRACK,1.51,0,757.0,6.833,1.297,11,7596
SMALL_BLOB,0.348,0,174.0,1,1,2,7596
STRAIGHT_TRACK,2.44,0,1237.0,14.692,1.099,21,7596
LIGHT_TRACK,4.188,2,2133.0,14.044,0.969,26,7596
HEAVY_TRACK,5.239,8,2636.0,6.923,1.056,19,7596
STRAIGHT_TRACK,1.567,0,786.0,11.0,2.182,12,7597
STRAIGHT_TRACK,6.366,0,3570.0,25.844,0.581,58,7597
SMALL_BLOB,0.226,0,113.0,1,1,1,7597
LIGHT_TRACK,1.208,0,605.0,4.5,1.444,8,7597
SMALL_BLOB,0.086,0,43.0,1,1,1,7597
STRAIGHT_TRACK,5.44,0,2935.0,29.953,0.912,50,7597
LIGHT_TRACK,1.887,2,946.0,5.0,1.248,12,7597
LIGHT_TRACK,1.231,0,617.0,7.5,1.275,9,7598
LIGHT_TRACK,2.05,1,1026.0,5.353,0.795,15,7598
STRAIGHT_TRACK,2.85,0,1449.0,26.0,2.077,27,7598
SMALL_BLOB,0.118,0,59.0,1,1,1,7598
HEAVY_TRACK,5.649,8,2871.0,12.0,1.047,29,7598
SMALL_BLOB,0.072,0,36.0,1,1,1,7598
LIGHT_TRACK,1.248,2,624.0,2.0,3.0,6,7598
LIGHT_TRACK,4.182,3,2130.0,10.538,0.814,29,7598
SMALL_BLOB,0.39,0,195.0,1.0,3.0,3,7598
STRAIGHT_TRACK,2.978,0,1514.0,14.937,1.061,24,7599
SMALL_BLOB,0.23,0,115.0,1,1,2,7599
LIGHT_TRACK,1.34,0,671.0,6.25,1.36,8,7599
STRAIGHT_TRACK,2.63,0,1326.0,8.263,0.832,17,7599
LIGHT_TRACK,0.932,0,466.0,5.0,2.0,5,7599
LIGHT_TRACK,0.671,0,336.0,5.0,1.6,8,7599
STRAIGHT_TRACK,1.989,0,1001.0,11.0,1.214,15,7599
LIGHT_TRACK,0.992,0,497.0,6.25,1.36,8,7599
SMALL_BLOB,0.1,0,50.0,1,1,1,7599
STRAIGHT_TRACK,2.71,0,1376.0,10.429,0.798,24,7600
STRAIGHT_TRACK,2.406,0,1214.0,12.546,1.187,17,7601
SMALL_BLOB,0.156,0,78.0,1,1,1,7601
SMALL_BLOB,0.202,0,101.0,1,1,1,7601
SMALL_BLOB,0.098,0,49.0,1,1,1,7601
LIGHT_TRACK,10.571,6,5418.0,10.667,0.216,83,7601
LIGHT_TRACK,0.935,0,468.0,4.5,1.667,6,7601
STRAIGHT_TRACK,4.27,0,2203.0,36.0,2.0,36,7601
HEAVY_TRACK,4.911,10,2486.0,4.69,0.638,34,7601
LIGHT_TRACK,0.827,0,414.0,7.0,1.444,7,7601
LIGHT_TRACK,7.68,0,4555.0,8.493,0.152,73,7602
LIGHT_TRACK,6.21,3,3139.0,11.0,0.444,44,7602
STRAIGHT_TRACK,6.452,0,3293.0,43.0,1.047,45,7602
LIGHT_TRACK,1.371,0,686.0,1.333,0.75,9,7602
LIGHT_TRACK,2.722,0,1367.0,7.667,1.195,14,7602
STRAIGHT_TRACK,3.343,0,1698.0,14.401,1.038,23,7602
SMALL_BLOB,0.488,0,244.0,1.0,4.0,4,7602
SMALL_BLOB,0.394,0,197.0,1,1,1,7602
HEAVY_TRACK,10.843,5,7153.0,28.737,0.415,107,7603
LIGHT_TRACK,13.193,1,13886.0,90.634,0.557,211,7603
SMALL_BLOB,0.21,0,105.0,1,1,1,7603
LIGHT_TRACK,0.986,0,493.0,2.0,2.5,5,7603
STRAIGHT_TRACK,2.436,0,1230.0,12.91,1.164,18,7603
LIGHT_TRACK,1.338,0,670.0,5.667,1.569,8,7603
LIGHT_TRACK,3.094,4,1570.0,11.0,0.849,23,7603
HEAVY_TRACK,27.805,24,17092.0,28.687,0.651,116,7603
LIGHT_TRACK,1.059,0,530.0,3.5,1.786,5,7603
SMALL_BLOB,0.39,0,195.0,1,1,2,7603
STRAIGHT_TRACK,1.486,0,745.0,8.2,1.273,9,7603
SMALL_BLOB,0.196,0,98.0,1,1,1,7603
STRAIGHT_TRACK,3.295,0,1670.0,13.583,1.091,22,7604
STRAIGHT_TRACK,1.862,0,936.0,20.0,1.2,12,7604
SMALL_BLOB,0.794,0,397.0,1,1,1,7604
LIGHT_TRACK,7.103,4,3844.0,9.409,0.285,52,7604
STRAIGHT_TRACK,8.519,0,5200.0,50.839,0.933,90,7604
LIGHT_TRACK,1.6,4,800.0,8.0,1.625,13,7604
SMALL_BLOB,0.128,0,64.0,1,1,2,7604
LIGHT_TRACK,0.54,0,270.0,4.333,1.667,5,7605
LIGHT_TRACK,1.776,4,889.0,2.1,0.89,11,7605
STRAIGHT_TRACK,2.023,0,1015.0,8.6,1.395,12,7605
SMALL_BLOB,0.06,0,30.0,1,1,1,7605
LIGHT_TRACK,2.232,0,1121.0,7.417,0.913,15,7605
LIGHT_TRACK,4.66,1,2369.0,13.667,1.057,26,7605
STRAIGHT_TRACK,2.538,0,1285.0,16.666,1.267,19,7605
LIGHT_TRACK,1.085,0,543.0,4.0,1.875,6,7605
LIGHT_TRACK,3.282,0,1663.0,4.1,0.366,24,7605
HEAVY_TRACK,3.236,8,1619.0,15.0,1.533,23,7605
STRAIGHT_TRACK,2.835,0,1439.0,17.0,1.222,22,7605
SMALL_BLOB,0.272,0,136.0,1,1,2,7605
LIGHT_TRACK,1.525,0,764.0,5.0,1.375,11,7605
LIGHT_TRACK,1.141,0,571.0,3.25,1.5,6,7605
HEAVY_TRACK,10.472,13,5289.0,7.6,0.988,26,7605
LIGHT_TRACK,4.992,1,2530.0,2.458,0.28,31,7606
STRAIGHT_TRACK,6.544,0,3707.0,43.787,0.988,64,7606
SMALL_BLOB,0.234,0,117.0,1,1,1,7606
HEAVY_TRACK,4.592,5,2298.0,2.0,1.375,11,7606
SMALL_BLOB,0.026,0,13.0,1,1,1,7606
HEAVY_TRACK,8.405,22,4491.0,16.291,0.734,64,7606
LIGHT_TRACK,2.33,0,1165.0,3.0,2.0,6,7606
SMALL_BLOB,0.186,0,93.0,1,1,1,7606
SMALL_BLOB,0.272,0,136.0,1,1,1,7606
STRAIGHT_TRACK,1.491,0,749.0,8.445,1.235,13,7607
LIGHT_TRACK,5.238,0,2750.0,5.374,0.211,40,7607
HEAVY_TRACK,6.184,7,3151.0,3.125,0.324,40,7607
SMALL_BLOB,0.989,0,495.0,2.0,2.0,4,7607
HEAVY_TRACK,3.344,5,1679.0,3.267,0.671,17,7607
LIGHT_TRACK,1.877,0,940.0,4.25,1.324,9,7607
SMALL_BLOB,0.182,0,91.0,1,1,1,7607
LIGHT_TRACK,1.077,0,539.0,3.5,1.786,5,7607
LIGHT_TRACK,2.543,0,1286.0,5.231,0.512,22,7607
LIGHT_TRACK,2.412,3,1209.0,3.067,0.713,12,7607
STRAIGHT_TRACK,1.673,0,841.0,9.182,1.222,14,7608
SMALL_BLOB,0.812,0,406.0,1.0,3.0,3,7608
STRAIGHT_TRACK,2.313,0,1167.0,11.333,1.164,19,7609
LIGHT_TRACK,1.169,0,585.0,4.0,1.875,6,7609
LIGHT_TRACK,1.004,0,502.0,4.0,1.75,7,7609
STRAIGHT_TRACK,2.224,0,1119.0,10.429,1.284,16,7609
STRAIGHT_TRACK,1.727,0,867.0,8.125,1.25,13,7609
STRAIGHT_TRACK,1.655,0,831.0,10.0,1.333,12,7609
SMALL_BLOB,0.042,0,21.0,1,1,1,7609
SMALL_BLOB,0.044,0,22.0,1,1,1,7609
LIGHT_TRACK,7.049,1,3976.0,37.286,0.917,67,7610
HEAVY_TRACK,2.709,6,1356.0,1.667,1.0,12,7610
LIGHT_TRACK,1.435,0,720.0,7.833,1.206,10,7610
LIGHT_TRACK,3.081,0,1550.0,7.125,0.798,14,7610
SMALL_BLOB,0.438,0,219.0,1.0,3.0,3,7610
LIGHT_TRACK,1.833,0,920.0,5.417,0.744,10,7611
LIGHT_TRACK,7.744,5,4268.0,5.073,0.161,68,7611
STRAIGHT_TRACK,2.725,0,1374.0,10.857,1.15,18,7611
SMALL_BLOB,0.552,0,276.0,2.0,3.0,3,7611
HEAVY_TRACK,5.879,8,2952.0,6.5,1.308,17,7611
STRAIGHT_TRACK,5.406,0,2897.0,20.633,0.693,50,7611
LIGHT_TRACK,2.499,3,1257.0,6.5,0.944,17,7611
SMALL_BLOB,0.332,0,166.0,1,1,2,7611
SMALL_BLOB,0.114,0,57.0,1,1,1,7611
LIGHT_TRACK,2.455,0,1232.0,3.45,0.659,14,7611
SMALL_BLOB,0.724,0,362.0,1,1,1,7612
LIGHT_TRACK,12.221,11,7946.0,10.752,0.179,115,7612
SMALL_BLOB,0.214,0,107.0,1,1,2,7612
STRAIGHT_TRACK,1.896,0,954.0,11.125,1.187,13,7612
SMALL_BLOB,0.234,0,117.0,1,1,1,7612
LIGHT_TRACK,1.658,2,829.0,3.0,2.333,7,7612
SMALL_BLOB,0.62,0,310.0,1,1,2,7612
LIGHT_TRACK,3.489,0,1767.0,7.286,0.644,23,7612
LIGHT_TRACK,6.369,0,3525.0,9.855,0.263,60,7613
HEAVY_TRACK,2.603,5,1307.0,4.5,0.847,16,7613
LIGHT_TRACK,2.024,2,1012.0,5.0,1.8,9,7613
LIGHT_TRACK,1.556,0,781.0,7.75,1.258,12,7613
HEAVY_TRACK,2.412,5,1209.0,3.083,0.98,15,7613
LIGHT_TRACK,1.3,0,651.0,5.25,1.393,9,7613
STRAIGHT_TRACK,8.235,0,4300.0,21.806,1.06,44,7614
SMALL_BLOB,0.656,0,328.0,1.0,3.0,3,7614
STRAIGHT_TRACK,1.961,0,987.0,12.0,1.389,15,7614
SMALL_BLOB,0.258,0,129.0,1,1,1,7614
SMALL_BLOB,0.318,0,159.0,1,1,2,7614
LIGHT_TRACK,3.13,2,1584.0,9.895,0.893,22,7614
SMALL_BLOB,0.142,0,71.0,1,1,1,7614
STRAIGHT_TRACK,3.056,0,1547.0,12.364,1.088,22,7614
LIGHT_TRACK,2.429,0,1217.0,1.6,0.5,16,7615
LIGHT_TRACK,1.687,0,849.0,6.25,0.7,14,7615
HEAVY_TRACK,4.189,6,2108.0,2.667,0.542,26,7615
STRAIGHT_TRACK,3.925,0,2009.0,16.527,0.962,28,7615
SMALL_BLOB,0.346,0,173.0,1,1,2,7615
LIGHT_TRACK,2.547,1,1285.0,9.529,1.0,19,7615
LIGHT_TRACK,1.121,0,561.0,5.0,1.6,8,7615
SMALL_BLOB,0.629,0,315.0,1.0,4.0,4,7615
LIGHT_TRACK,1.966,3,984.0,2.0,1.125,9,7615
STRAIGHT_TRACK,1.338,0,671.0,8.5,1.471,10,7615
SMALL_BLOB,0.829,0,415.0,2.0,2.0,4,7615
STRAIGHT_TRACK,2.711,0,1375.0,18.0,1.296,21,7615
LIGHT_TRACK,7.924,11,3993.0,6.266,0.234,60,7616
HEAVY_TRACK,1.71,10,855.0,6.0,2.333,14,7616
LIGHT_TRACK,1.074,0,537.0,4.0,2.5,5,7616
SMALL_BLOB,0.088,0,44.0,1,1,1,7616
LIGHT_TRACK,1.984,0,997.0,6.467,0.867,13,7616
LIGHT_TRACK,1.629,0,817.0,6.1,0.9,9,7617
STRAIGHT_TRACK,2.867,0,1454.0,13.471,1.023,22,7617
SMALL_BLOB,0.823,0,412.0,1,1,4,7617
LIGHT_TRACK,5.622,3,2930.0,11.538,0.533,40,7617
LIGHT_TRACK,1.841,0,923.0,7.5,1.417,10,7617
STRAIGHT_TRACK,5.308,0,2674.0,9.75,1.154,18,7617
LIGHT_TRACK,0.9,0,450.0,3.5,1.786,5,7617
LIGHT_TRACK,1.536,0,769.0,6.0,1.5,9,7617
LIGHT_TRACK,4.329,2,2237.0,15.2,0.738,33,7618
LIGHT_TRACK,1.109,0,555.0,1.273,0.844,10,7618
LIGHT_TRACK,3.408,4,1725.0,6.146,0.559,27,7618
SMALL_BLOB,0.114,0,57.0,1,1,1,7618
SMALL_BLOB,0.164,0,82.0,1,1,1,7618
SMALL_BLOB,0.158,0,79.0,1,1,1,7618
SMALL_BLOB,0.172,0,86.0,1,1,2,7619
HEAVY_TRACK,24.716,40,12361.0,7.5,1.533,46,7619
STRAIGHT_TRACK,1.686,0,848.0,10.222,1.234,14,7619
LIGHT_TRACK,1.417,0,710.0,7.5,1.667,10,7619
SMALL_BLOB,0.438,0,219.0,1,1,2,7620
SMALL_BLOB,0.172,0,86.0,1,1,1,7620
STRAIGHT_TRACK,3.959,0,2067.0,27.47,1.093,36,7620
LIGHT_TRACK,3.262,3,1635.0,2.444,0.758,15,7620
SMALL_BLOB,0.206,0,103.0,1,1,1,7620
LIGHT_TRACK,1.57,0,788.0,1,1,9,7620
STRAIGHT_TRACK,3.756,0,1908.0,15.5,1.146,24,7620
HEAVY_TRACK,6.441,14,3459.0,14.644,0.463,56,7620
SMALL_BLOB,0.41,0,205.0,1,1,3,7620
HEAVY_TRACK,2.609,6,1307.0,2.167,0.962,15,7621
LIGHT_TRACK,2.686,0,1349.0,7.8,1.221,14,7621
SMALL_BLOB,0.056,0,28.0,1,1,1,7621
SMALL_BLOB,0.286,0,143.0,1,1,1,7621
LIGHT_TRACK,1.34,0,670.0,2.0,2.5,5,7621
STRAIGHT_TRACK,2.168,0,1093.0,14.5,1.207,14,7621
LIGHT_TRACK,1.512,0,756.0,7.0,1.571,11,7621
STRAIGHT_TRACK,7.208,0,4024.0,38.625,0.924,59,7621
SMALL_BLOB,0.118,0,59.0,1,1,2,7621
LIGHT_TRACK,0.937,0,469.0,5.0,1.5,6,7621
SMALL_BLOB,0.771,0,386.0,1.0,4.0,4,7621
LIGHT_TRACK,2.718,2,1363.0,17.0,1.235,21,7621
STRAIGHT_TRACK,2.811,0,1427.0,15.0,1.177,24,7622
STRAIGHT_TRACK,2.409,0,1216.0,14.538,1.205,16,7622
LIGHT_TRACK,1.079,0,540.0,4.333,1.538,6,7622
LIGHT_TRACK,2.245,2,1127.0,6.667,1.25,15,7622
LIGHT_TRACK,5.309,4,2770.0,12.5,0.562,40,7622
SMALL_BLOB,0.226,0,113.0,1,1,1,7622
LIGHT_TRACK,1.827,0,920.0,1,1,12,7622
STRAIGHT_TRACK,1.533,0,769.0,8.5,1.375,11,7622
LIGHT_TRACK,0.592,0,296.0,3.5,1.786,5,7622
LIGHT_TRACK,1.637,2,819.0,3.0,1.417,9,7623
STRAIGHT_TRACK,5.984,0,3225.0,28.499,0.845,48,7623
SMALL_BLOB,0.058,0,29.0,1,1,1,7623
STRAIGHT_TRACK,3.105,0,1588.0,10.546,0.568,25,7623
SMALL_BLOB,0.258,0,129.0,1,1,2,7623
HEAVY_TRACK,8.509,23,4474.0,9.2,0.478,55,7623
STRAIGHT_TRACK,2.513,0,1269.0,10.0,1.0,20,7623
SMALL_BLOB,0.184,0,92.0,1,1,2,7623
LIGHT_TRACK,2.531,2,1272.0,5.5,0.736,14,7624
SMALL_BLOB,0.404,0,202.0,1,1,2,7624
LIGHT_TRACK,1.265,0,633.0,4.0,1.75,7,7624
STRAIGHT_TRACK,2.655,0,1337.0,12.0,1.167,14,7624
SMALL_BLOB,0.867,0,434.0,5.0,2.0,4,7624
STRAIGHT_TRACK,1.94,0,977.0,10.889,1.179,16,7624
LIGHT_TRACK,1.39,0,696.0,5.333,1.458,7,7624
LIGHT_TRACK,6.833,4,3941.0,12.167,0.262,71,7624
STRAIGHT_TRACK,3.568,0,1832.0,16.667,0.943,31,7625
LIGHT_TRACK,1.398,0,703.0,1,1,11,7625
HEAVY_TRACK,1.288,6,644.0,6.0,2.0,12,7625
LIGHT_TRACK,4.098,2,2113.0,21.084,1.065,32,7625
LIGHT_TRACK,1.277,0,640.0,7.25,1.319,9,7625
LIGHT_TRACK,1.123,0,562.0,5.0,1.75,7,7625
STRAIGHT_TRACK,3.953,0,2048.0,21.8,0.976,33,7625
