cluster_type,LET,inner_pixels,energy,lw_ratio,density,pixel_count
LIGHT_TRACK,5.395,3,2869.0,11.482,0.405,46
SMALL_BLOB,0.126,0,63.0,1,1,1
LIGHT_TRACK,5.126,2,2600.0,12.0,1.072,26
SMALL_BLOB,0.937,0,469.0,3.0,2.667,4
LIGHT_TRACK,1.104,0,552.0,4.0,2.5,5
STRAIGHT_TRACK,1.865,0,938.0,10.334,1.238,14
LIGHT_TRACK,1.499,0,752.0,6.5,1.282,12
STRAIGHT_TRACK,3.027,0,1561.0,9.692,0.47,31
LIGHT_TRACK,0.965,0,483.0,4.5,1.667,6
SMALL_BLOB,0.3,0,150.0,1,1,2
SMALL_BLOB,1.011,0,506.0,2.5,2.0,4
STRAIGHT_TRACK,4.683,0,2467.0,23.47,0.812,38
LIGHT_TRACK,1.018,0,509.0,6.0,1.5,9
LIGHT_TRACK,1.087,0,545.0,7.2,1.3,9
SMALL_BLOB,0.258,0,129.0,1,1,2
SMALL_BLOB,0.134,0,67.0,1,1,1
LIGHT_TRACK,1.175,0,588.0,4.5,1.667,6
SMALL_BLOB,1.135,0,568.0,1,1,4
LIGHT_TRACK,5.65,7,2834.0,1.143,0.491,22
LIGHT_TRACK,1.293,0,648.0,6.5,1.308,9
STRAIGHT_TRACK,1.915,0,961.0,9.0,1.481,12
LIGHT_TRACK,0.938,0,469.0,3.5,1.786,5
HEAVY_TRACK,2.923,6,1466.0,2.417,0.546,19
LIGHT_TRACK,1.944,0,975.0,6.833,1.297,11
LIGHT_TRACK,6.544,3,3356.0,16.727,1.06,33
LIGHT_TRACK,0.966,0,483.0,3.5,1.786,5
LIGHT_TRACK,0.964,0,482.0,4.0,2.5,5
SMALL_BLOB,0.4,0,200.0,1.0,3.0,3
SMALL_BLOB,0.192,0,96.0,1,1,2
SMALL_BLOB,0.528,0,264.0,3.0,2.667,4
LIGHT_TRACK,3.342,4,1688.0,8.733,0.995,23
LIGHT_TRACK,1.843,0,924.0,4.429,0.94,12
STRAIGHT_TRACK,2.853,0,1449.0,14.095,0.97,22
HEAVY_TRACK,4.858,5,2437.0,6.0,1.389,15
STRAIGHT_TRACK,1.218,0,610.0,9.0,2.222,10
SMALL_BLOB,0.775,0,388.0,3.0,2.667,4
LIGHT_TRACK,1.118,0,560.0,7.666,1.507,8
SMALL_BLOB,0.362,0,181.0,1.0,3.0,3
STRAIGHT_TRACK,1.506,0,756.0,9.5,1.342,12
STRAIGHT_TRACK,1.852,0,932.0,11.333,1.27,14
STRAIGHT_TRACK,1.52,0,764.0,10.0,1.228,13
LIGHT_TRACK,1.755,0,883.0,1,1,11
LIGHT_TRACK,1.096,0,549.0,5.6,1.429,8
SMALL_BLOB,0.346,0,173.0,1,1,2
STRAIGHT_TRACK,2.064,0,1045.0,12.867,1.029,20
STRAIGHT_TRACK,3.246,0,1674.0,26.666,1.292,31
LIGHT_TRACK,0.918,0,459.0,3.5,1.786,5
SMALL_BLOB,0.154,0,77.0,1,1,1
SMALL_BLOB,0.33,0,165.0,1,1,2
LIGHT_TRACK,0.97,0,485.0,3.0,2.0,6
LIGHT_TRACK,1.2,0,601.0,6.667,1.333,8
LIGHT_TRACK,1.293,0,647.0,6.0,1.5,9
LIGHT_TRACK,1.543,0,772.0,6.0,1.5,9
LIGHT_TRACK,0.99,0,496.0,1,1,6
STRAIGHT_TRACK,1.952,0,983.0,17.0,2.118,18
STRAIGHT_TRACK,2.143,0,1081.0,11.273,0.997,16
STRAIGHT_TRACK,2.646,0,1346.0,15.4,1.06,24
LIGHT_TRACK,2.003,2,1007.0,5.667,0.854,17
LIGHT_TRACK,10.436,8,7713.0,20.878,0.227,129
LIGHT_TRACK,1.162,0,582.0,6.2,1.342,8
LIGHT_TRACK,1.322,0,662.0,7.0,1.429,10
STRAIGHT_TRACK,1.509,0,757.0,9.0,1.667,12
SMALL_BLOB,0.306,0,153.0,1.0,3.0,3
LIGHT_TRACK,0.909,0,455.0,4.333,1.538,6
STRAIGHT_TRACK,1.997,0,1004.0,9.416,0.833,10
STRAIGHT_TRACK,2.145,0,1082.0,10.875,1.093,18
SMALL_BLOB,0.354,0,177.0,1,1,2
SMALL_BLOB,0.212,0,106.0,1,1,1
SMALL_BLOB,0.244,0,122.0,1,1,2
SMALL_BLOB,0.402,0,201.0,3.0,2.667,4
LIGHT_TRACK,1.314,0,657.0,6.0,1.5,9
LIGHT_TRACK,1.349,0,676.0,7.2,1.389,10
SMALL_BLOB,0.122,0,61.0,1,1,1
LIGHT_TRACK,1.368,0,684.0,2.0,2.5,5
SMALL_BLOB,0.23,0,115.0,1,1,1
STRAIGHT_TRACK,2.233,0,1133.0,9.867,0.7,21
SMALL_BLOB,0.302,0,151.0,1,1,1
SMALL_BLOB,0.196,0,98.0,1,1,1
LIGHT_TRACK,1.175,0,589.0,5.2,1.0,10
STRAIGHT_TRACK,6.383,0,3220.0,19.0,2.105,20
SMALL_BLOB,0.412,0,206.0,1,1,1
LIGHT_TRACK,4.193,2,2153.0,17.0,1.0,32
LIGHT_TRACK,2.202,2,1106.0,7.0,1.19,15
SMALL_BLOB,0.278,0,139.0,1,1,2
LIGHT_TRACK,2.057,1,1035.0,3.294,0.424,16
SMALL_BLOB,0.15,0,75.0,1,1,1
LIGHT_TRACK,2.433,0,1218.0,5.0,1.4,7
LIGHT_TRACK,0.997,0,499.0,5.0,2.4,6
LIGHT_TRACK,1.234,0,619.0,4.167,0.752,11
SMALL_BLOB,0.244,0,122.0,1,1,1
STRAIGHT_TRACK,1.381,0,694.0,11.777,1.222,11
SMALL_BLOB,0.434,0,217.0,2.0,3.0,3
STRAIGHT_TRACK,1.915,0,969.0,22.0,1.909,21
LIGHT_TRACK,1.276,0,640.0,7.625,1.25,10
STRAIGHT_TRACK,1.423,0,714.0,9.0,1.358,11
SMALL_BLOB,0.254,0,127.0,1,1,2
STRAIGHT_TRACK,1.536,0,771.0,9.25,1.318,12
STRAIGHT_TRACK,1.548,0,779.0,9.584,1.075,14
LIGHT_TRACK,4.062,2,2057.0,7.778,0.69,23
SMALL_BLOB,0.17,0,85.0,1,1,2
SMALL_BLOB,0.776,0,388.0,1,1,3
LIGHT_TRACK,1.443,1,722.0,2.667,1.458,7
LIGHT_TRACK,1.13,0,565.0,2.0,2.5,5
SMALL_BLOB,0.208,0,104.0,1,1,2
STRAIGHT_TRACK,2.546,0,1284.0,9.545,1.013,18
LIGHT_TRACK,1.519,0,761.0,5.25,1.393,9
SMALL_BLOB,0.248,0,124.0,1,1,1
STRAIGHT_TRACK,1.682,0,846.0,16.0,1.75,14
SMALL_BLOB,0.118,0,59.0,1,1,1
SMALL_BLOB,0.1,0,50.0,1,1,1
LIGHT_TRACK,1.486,0,745.0,6.167,1.171,10
LIGHT_TRACK,1.008,0,504.0,5.0,1.6,8
LIGHT_TRACK,1.353,2,677.0,4.0,2.0,8
LIGHT_TRACK,1.462,0,734.0,5.846,0.921,14
SMALL_BLOB,0.85,0,425.0,1,1,2
LIGHT_TRACK,0.895,0,448.0,2.75,1.591,7
LIGHT_TRACK,6.875,3,3892.0,7.923,0.197,70
LIGHT_TRACK,3.159,4,1592.0,4.667,0.625,21
LIGHT_TRACK,1.578,2,790.0,6.0,1.667,10
LIGHT_TRACK,0.808,0,404.0,2.0,2.5,5
STRAIGHT_TRACK,2.633,0,1335.0,13.381,1.048,22
STRAIGHT_TRACK,1.395,0,699.0,9.0,2.222,10
SMALL_BLOB,0.068,0,34.0,1,1,1
STRAIGHT_TRACK,1.841,0,927.0,9.445,1.108,16
SMALL_BLOB,0.526,0,263.0,1.0,3.0,3
LIGHT_TRACK,1.269,0,636.0,6.0,1.272,11
LIGHT_TRACK,1.28,0,641.0,6.5,1.731,9
STRAIGHT_TRACK,2.711,0,1372.0,8.667,0.677,19
LIGHT_TRACK,2.671,2,1343.0,5.214,0.688,19
STRAIGHT_TRACK,2.525,0,1274.0,10.75,0.988,17
LIGHT_TRACK,1.597,0,800.0,6.2,1.342,8
SMALL_BLOB,0.25,0,125.0,1,1,1
LIGHT_TRACK,1.488,0,746.0,5.75,1.304,12
SMALL_BLOB,0.368,0,184.0,3.0,2.667,4
LIGHT_TRACK,1.151,0,576.0,4.5,1.653,7
LIGHT_TRACK,0.916,0,458.0,2.0,2.5,5
SMALL_BLOB,0.19,0,95.0,1,1,2
LIGHT_TRACK,0.915,0,458.0,4.25,1.5,6
SMALL_BLOB,0.13,0,65.0,1,1,1
SMALL_BLOB,0.777,0,389.0,3.0,2.667,4
STRAIGHT_TRACK,1.478,0,743.0,9.889,1.185,13
STRAIGHT_TRACK,2.169,0,1090.0,14.0,2.0,14
LIGHT_TRACK,1.509,0,756.0,6.5,1.731,9
LIGHT_TRACK,3.584,1,1815.0,3.492,0.336,24
SMALL_BLOB,0.038,0,19.0,1,1,1
SMALL_BLOB,0.514,0,257.0,1,1,2
SMALL_BLOB,0.614,0,307.0,2.0,3.0,3
STRAIGHT_TRACK,2.694,0,1363.0,22.0,1.818,20
LIGHT_TRACK,2.445,4,1224.0,2.286,1.161,10
STRAIGHT_TRACK,2.106,0,1066.0,15.417,1.173,19
LIGHT_TRACK,1.634,2,818.0,1.545,0.818,9
LIGHT_TRACK,1.144,0,573.0,1,1,6
LIGHT_TRACK,1.42,0,710.0,5.0,1.6,8
LIGHT_TRACK,3.329,3,1674.0,7.875,1.214,18
LIGHT_TRACK,1.425,0,713.0,5.0,1.6,8
SMALL_BLOB,1.026,0,513.0,2.0,3.0,3
LIGHT_TRACK,1.173,0,588.0,7.143,1.286,9
STRAIGHT_TRACK,2.173,0,1096.0,13.286,1.229,16
SMALL_BLOB,0.898,0,449.0,1,1,3
SMALL_BLOB,0.182,0,91.0,1,1,2
STRAIGHT_TRACK,1.412,0,709.0,9.143,1.228,11
STRAIGHT_TRACK,1.332,0,671.0,12.8,1.059,12
STRAIGHT_TRACK,3.345,0,1692.0,13.286,1.137,20
HEAVY_TRACK,4.115,6,2069.0,5.0,0.889,20
SMALL_BLOB,0.506,0,253.0,1,1,2
LIGHT_TRACK,3.828,0,1931.0,3.422,0.273,30
LIGHT_TRACK,7.625,2,4547.0,10.972,0.198,76
SMALL_BLOB,0.635,0,318.0,2.0,2.0,4
LIGHT_TRACK,4.452,2,2263.0,7.643,0.59,26
LIGHT_TRACK,2.315,3,1158.0,4.071,0.94,15
SMALL_BLOB,0.168,0,84.0,1,1,1
STRAIGHT_TRACK,1.824,0,917.0,10.286,1.29,13
SMALL_BLOB,0.804,0,402.0,2.0,3.0,3
STRAIGHT_TRACK,3.521,0,1793.0,10.166,0.71,26
LIGHT_TRACK,1.448,2,724.0,5.0,1.8,9
SMALL_BLOB,0.236,0,118.0,1,1,1
SMALL_BLOB,0.915,0,458.0,4.0,2.0,4
LIGHT_TRACK,1.048,0,525.0,7.0,1.429,8
LIGHT_TRACK,1.382,0,692.0,1,1,6
SMALL_BLOB,0.164,0,82.0,1,1,2
SMALL_BLOB,0.17,0,85.0,1,1,2
STRAIGHT_TRACK,1.284,0,644.0,8.5,1.375,11
STRAIGHT_TRACK,2.063,0,1043.0,12.154,1.045,19
STRAIGHT_TRACK,1.414,0,709.0,10.0,2.2,11
LIGHT_TRACK,3.129,4,1573.0,24.0,1.208,29
LIGHT_TRACK,1.827,0,920.0,1,1,12
LIGHT_TRACK,4.713,2,2431.0,12.916,0.646,32
SMALL_BLOB,0.156,0,78.0,1,1,2
LIGHT_TRACK,1.134,0,568.0,5.667,1.569,8
STRAIGHT_TRACK,1.897,0,953.0,10.715,1.326,12
STRAIGHT_TRACK,2.056,0,1033.0,8.333,1.203,14
LIGHT_TRACK,1.255,0,628.0,6.0,2.333,7
SMALL_BLOB,1.487,0,744.0,1,1,3
SMALL_BLOB,0.966,0,483.0,2.0,3.0,3
LIGHT_TRACK,1.859,2,931.0,3.0,0.833,10
STRAIGHT_TRACK,1.89,0,950.0,8.25,1.061,14
LIGHT_TRACK,1.567,0,787.0,6.5,1.0,13
LIGHT_TRACK,1.301,0,651.0,4.0,1.75,7
LIGHT_TRACK,1.033,0,517.0,5.0,2.0,5
LIGHT_TRACK,2.643,0,1330.0,3.2,0.475,19
LIGHT_TRACK,1.99,2,999.0,3.421,0.648,16
LIGHT_TRACK,1.071,0,536.0,7.0,2.286,8
LIGHT_TRACK,0.827,0,414.0,7.0,1.444,7
HEAVY_TRACK,3.465,8,1752.0,5.769,0.641,25
STRAIGHT_TRACK,2.169,0,1095.0,8.391,0.739,17
STRAIGHT_TRACK,1.269,0,637.0,20.001,2.25,9
SMALL_BLOB,0.362,0,181.0,1,1,1
SMALL_BLOB,0.102,0,51.0,1,1,1
LIGHT_TRACK,3.196,2,1621.0,9.364,0.768,24
SMALL_BLOB,0.024,0,12.0,1,1,1
STRAIGHT_TRACK,2.011,0,1018.0,16.666,1.267,19
HEAVY_TRACK,2.098,6,1050.0,4.0,2.5,10
SMALL_BLOB,0.14,0,70.0,1,1,1
SMALL_BLOB,0.044,0,22.0,1,1,1
LIGHT_TRACK,3.165,0,1584.0,5.0,1.6,8
SMALL_BLOB,0.254,0,127.0,1,1,1
LIGHT_TRACK,2.352,4,1180.0,10.0,1.5,15
LIGHT_TRACK,3.187,0,1603.0,2.4,0.375,18
SMALL_BLOB,0.486,0,243.0,1,1,2
STRAIGHT_TRACK,2.276,0,1159.0,21.501,1.163,20
LIGHT_TRACK,4.389,3,2209.0,1.214,0.268,28
SMALL_BLOB,0.366,0,183.0,1.0,2.0,4
LIGHT_TRACK,1.538,0,772.0,6.75,1.204,13
HEAVY_TRACK,33.026,41,16538.0,1.8,1.067,48
SMALL_BLOB,0.088,0,44.0,1,1,1
STRAIGHT_TRACK,1.327,0,664.0,8.0,1.375,11
SMALL_BLOB,0.338,0,169.0,1,1,4
SMALL_BLOB,0.366,0,183.0,1,1,2
SMALL_BLOB,0.716,0,358.0,1.0,3.0,3
STRAIGHT_TRACK,3.048,0,1556.0,16.601,1.018,26
LIGHT_TRACK,1.454,0,728.0,7.0,1.429,10
STRAIGHT_TRACK,2.334,0,1173.0,10.0,1.3,13
STRAIGHT_TRACK,4.073,0,2154.0,28.298,0.928,39
STRAIGHT_TRACK,1.244,0,625.0,10.0,1.2,12
SMALL_BLOB,0.338,0,169.0,1,1,2
HEAVY_TRACK,4.525,10,2317.0,5.55,0.387,34
LIGHT_TRACK,1.966,0,985.0,5.0,1.25,10
HEAVY_TRACK,5.363,5,2828.0,11.704,0.459,44
STRAIGHT_TRACK,1.962,0,988.0,8.75,0.877,17
SMALL_BLOB,0.22,0,110.0,1,1,1
SMALL_BLOB,0.742,0,371.0,1,1,3
STRAIGHT_TRACK,1.829,0,920.0,11.333,1.373,14
STRAIGHT_TRACK,2.79,0,1422.0,17.5,1.118,25
LIGHT_TRACK,1.194,0,598.0,6.667,1.5,9
LIGHT_TRACK,1.214,0,608.0,1,1,5
LIGHT_TRACK,1.524,2,762.0,5.0,1.8,9
SMALL_BLOB,0.955,0,478.0,2.0,2.0,4
SMALL_BLOB,0.77,0,385.0,1.0,3.0,3
LIGHT_TRACK,1.565,0,783.0,5.0,2.4,6
LIGHT_TRACK,1.292,0,646.0,4.0,1.75,7
LIGHT_TRACK,1.083,0,542.0,4.5,1.444,8
HEAVY_TRACK,2.089,6,1045.0,1.333,1.083,13
STRAIGHT_TRACK,2.274,0,1143.0,10.4,1.3,13
LIGHT_TRACK,1.366,2,684.0,5.0,2.0,10
LIGHT_TRACK,1.475,1,738.0,2.0,1.667,6
SMALL_BLOB,0.784,0,392.0,1,1,3
HEAVY_TRACK,2.592,7,1298.0,2.222,1.011,14
LIGHT_TRACK,1.526,0,765.0,5.857,1.01,10
STRAIGHT_TRACK,1.461,0,733.0,12.0,2.167,13
SMALL_BLOB,0.128,0,64.0,1,1,1
STRAIGHT_TRACK,2.755,0,1403.0,17.333,1.115,24
LIGHT_TRACK,2.228,1,1125.0,7.75,0.698,18
LIGHT_TRACK,1.21,0,605.0,4.0,1.5,6
SMALL_BLOB,0.586,0,293.0,1,1,2
SMALL_BLOB,0.132,0,66.0,1,1,1
STRAIGHT_TRACK,1.811,0,914.0,21.0,1.714,18
LIGHT_TRACK,1.367,0,684.0,4.385,0.742,11
LIGHT_TRACK,2.02,4,1011.0,4.0,2.25,9
SMALL_BLOB,0.4,0,200.0,1,1,2
STRAIGHT_TRACK,1.438,0,722.0,10.0,1.5,12
SMALL_BLOB,0.13,0,65.0,1,1,2
SMALL_BLOB,0.206,0,103.0,1,1,1
STRAIGHT_TRACK,4.918,0,2636.0,19.486,0.615,47
STRAIGHT_TRACK,2.716,0,1387.0,19.35,1.118,25
STRAIGHT_TRACK,1.498,0,750.0,8.0,2.25,9
LIGHT_TRACK,2.572,0,1289.0,5.0,1.222,11
LIGHT_TRACK,2.394,0,1213.0,3.417,0.317,24
LIGHT_TRACK,0.724,0,362.0,3.5,1.786,5
SMALL_BLOB,0.112,0,56.0,1,1,1
STRAIGHT_TRACK,1.94,0,978.0,12.374,1.245,17
LIGHT_TRACK,2.05,0,1029.0,7.143,1.263,13
SMALL_BLOB,0.158,0,79.0,1,1,1
SMALL_BLOB,0.452,0,226.0,3.0,2.667,4
LIGHT_TRACK,1.506,2,754.0,3.333,1.5,9
STRAIGHT_TRACK,1.483,0,744.0,8.25,1.271,11
LIGHT_TRACK,4.291,0,2234.0,4.751,0.226,40
LIGHT_TRACK,2.088,4,1048.0,9.0,1.889,17
LIGHT_TRACK,1.043,0,522.0,3.25,1.5,6
SMALL_BLOB,0.052,0,26.0,1,1,2
LIGHT_TRACK,1.113,0,557.0,5.0,1.4,7
LIGHT_TRACK,5.805,4,2981.0,3.317,0.256,42
LIGHT_TRACK,1.518,0,759.0,2.0,2.5,5
LIGHT_TRACK,1.114,0,559.0,1,1,8
SMALL_BLOB,0.715,0,358.0,1.0,4.0,4
LIGHT_TRACK,1.136,0,569.0,6.333,1.404,8
HEAVY_TRACK,6.383,10,3193.0,3.0,1.333,16
SMALL_BLOB,0.098,0,49.0,1,1,2
LIGHT_TRACK,4.186,4,2200.0,14.5,0.581,42
SMALL_BLOB,0.302,0,151.0,1,1,1
STRAIGHT_TRACK,1.63,0,817.0,10.0,2.0,10
LIGHT_TRACK,1.53,0,768.0,7.75,1.258,12
SMALL_BLOB,0.308,0,154.0,1,1,2
STRAIGHT_TRACK,1.523,0,762.0,9.0,1.444,13
LIGHT_TRACK,1.78,0,893.0,7.666,1.156,11
SMALL_BLOB,0.19,0,95.0,1,1,2
LIGHT_TRACK,2.39,0,1199.0,7.25,1.345,12
SMALL_BLOB,0.693,0,347.0,1.0,4.0,4
STRAIGHT_TRACK,1.481,0,743.0,10.333,1.398,10
LIGHT_TRACK,3.613,2,1814.0,6.714,1.185,15
STRAIGHT_TRACK,1.152,0,577.0,9.0,2.0,9
SMALL_BLOB,0.246,0,123.0,1,1,1
LIGHT_TRACK,1.699,0,852.0,6.833,1.179,10
LIGHT_TRACK,1.047,0,524.0,4.5,1.444,8
STRAIGHT_TRACK,4.14,0,2073.0,16.0,1.312,21
SMALL_BLOB,0.997,0,499.0,3.0,2.667,4
LIGHT_TRACK,0.913,0,457.0,4.0,1.875,6
LIGHT_TRACK,1.632,2,816.0,2.0,3.0,6
SMALL_BLOB,0.15,0,75.0,1,1,1
SMALL_BLOB,0.3,0,150.0,1,1,2
SMALL_BLOB,0.302,0,151.0,1,1,2
SMALL_BLOB,0.048,0,24.0,1,1,1
LIGHT_TRACK,1.383,2,693.0,7.0,1.571,11
LIGHT_TRACK,0.889,0,445.0,5.333,1.458,7
LIGHT_TRACK,1.517,0,760.0,6.333,1.404,8
LIGHT_TRACK,1.497,2,749.0,1.5,1.167,7
SMALL_BLOB,1.009,0,505.0,2.0,2.0,4
STRAIGHT_TRACK,1.485,0,750.0,20.0,1.2,12
SMALL_BLOB,0.472,0,236.0,1,1,2
LIGHT_TRACK,1.096,0,549.0,8.0,1.444,8
LIGHT_TRACK,1.228,1,615.0,3.6,1.3,9
STRAIGHT_TRACK,1.596,0,802.0,9.375,1.257,13
SMALL_BLOB,0.08,0,40.0,1,1,1
SMALL_BLOB,0.864,0,432.0,1,1,3
SMALL_BLOB,0.596,0,298.0,1,1,2
SMALL_BLOB,0.256,0,128.0,1,1,2
SMALL_BLOB,0.378,0,189.0,1,1,1
SMALL_BLOB,0.102,0,51.0,1,1,2
LIGHT_TRACK,2.407,0,1205.0,5.0,1.273,12
STRAIGHT_TRACK,1.699,0,855.0,10.25,1.189,15
LIGHT_TRACK,1.278,1,639.0,2.0,1.667,6
LIGHT_TRACK,1.211,0,608.0,1,1,9
STRAIGHT_TRACK,2.127,0,1069.0,11.5,1.413,13
STRAIGHT_TRACK,2.241,0,1139.0,16.445,1.074,22
STRAIGHT_TRACK,3.784,0,1894.0,10.0,1.3,13
STRAIGHT_TRACK,1.677,0,843.0,15.0,2.0,15
SMALL_BLOB,0.058,0,29.0,1,1,1
LIGHT_TRACK,1.06,0,531.0,5.667,1.569,8
LIGHT_TRACK,1.914,1,961.0,5.0,0.813,13
STRAIGHT_TRACK,1.925,0,965.0,10.0,1.2,12
LIGHT_TRACK,1.681,4,841.0,1.667,1.333,10
SMALL_BLOB,0.206,0,103.0,1,1,1
SMALL_BLOB,0.216,0,108.0,1,1,1
STRAIGHT_TRACK,2.641,0,1323.0,12.0,1.167,14
LIGHT_TRACK,2.244,1,1123.0,2.5,1.125,9
LIGHT_TRACK,0.646,0,323.0,3.5,1.786,5
LIGHT_TRACK,1.145,0,573.0,4.5,1.667,6
LIGHT_TRACK,1.515,0,759.0,5.0,1.0,9
LIGHT_TRACK,0.997,0,499.0,1,1,5
STRAIGHT_TRACK,2.154,0,1087.0,14.143,1.224,16
LIGHT_TRACK,0.488,0,244.0,3.5,1.786,5
LIGHT_TRACK,1.006,0,503.0,2.0,2.5,5
SMALL_BLOB,0.827,0,414.0,1,1,4
LIGHT_TRACK,1.0,0,500.0,2.0,2.5,5
STRAIGHT_TRACK,4.729,0,2386.0,9.687,1.101,21
SMALL_BLOB,1.191,0,596.0,3.0,2.667,4
LIGHT_TRACK,0.944,0,472.0,3.0,1.667,5
LIGHT_TRACK,2.029,3,1017.0,3.5,0.929,13
LIGHT_TRACK,1.669,0,838.0,7.833,1.199,13
LIGHT_TRACK,1.07,0,536.0,6.333,1.404,8
SMALL_BLOB,0.266,0,133.0,1,1,1
STRAIGHT_TRACK,2.844,0,1454.0,19.917,1.133,26
STRAIGHT_TRACK,1.844,0,930.0,9.0,0.953,18
SMALL_BLOB,0.376,0,188.0,1,1,2
STRAIGHT_TRACK,1.321,0,662.0,10.0,1.8,9
LIGHT_TRACK,1.039,0,520.0,5.0,1.6,8
SMALL_BLOB,1.021,0,511.0,3.0,2.667,4
SMALL_BLOB,0.17,0,85.0,1,1,1
SMALL_BLOB,0.07,0,35.0,1,1,1
SMALL_BLOB,0.21,0,105.0,1,1,2
LIGHT_TRACK,0.847,0,424.0,4.0,1.875,6
STRAIGHT_TRACK,1.687,0,849.0,12.5,1.5,15
LIGHT_TRACK,1.633,0,820.0,7.833,1.199,13
HEAVY_TRACK,4.945,9,2492.0,3.722,0.625,26
SMALL_BLOB,0.098,0,49.0,1,1,1
SMALL_BLOB,0.206,0,103.0,1,1,2
SMALL_BLOB,0.36,0,180.0,5.0,3.0,3
SMALL_BLOB,0.318,0,159.0,1.0,3.0,3
SMALL_BLOB,0.092,0,46.0,1,1,2
LIGHT_TRACK,1.119,0,560.0,4.0,1.875,6
LIGHT_TRACK,1.642,0,825.0,5.5,0.736,13
LIGHT_TRACK,2.511,2,1262.0,4.6,0.652,15
STRAIGHT_TRACK,1.575,0,790.0,8.2,1.268,10
STRAIGHT_TRACK,1.504,0,755.0,10.0,1.5,12
LIGHT_TRACK,1.299,0,651.0,5.75,1.413,10
LIGHT_TRACK,1.323,0,663.0,6.5,1.375,11
SMALL_BLOB,0.703,0,352.0,1,1,4
LIGHT_TRACK,1.13,0,565.0,3.0,2.0,6
LIGHT_TRACK,1.481,0,741.0,6.0,1.5,9
LIGHT_TRACK,1.724,0,866.0,7.857,1.236,14
LIGHT_TRACK,5.368,6,2801.0,5.35,0.299,49
SMALL_BLOB,0.12,0,60.0,1,1,2
SMALL_BLOB,0.715,0,358.0,1,1,4
LIGHT_TRACK,1.257,0,630.0,7.25,1.319,9
SMALL_BLOB,0.334,0,167.0,1,1,2
STRAIGHT_TRACK,0.756,0,379.0,8.666,1.5,9
LIGHT_TRACK,1.177,0,590.0,7.5,1.5,9
LIGHT_TRACK,2.02,2,1016.0,10.0,1.152,17
LIGHT_TRACK,1.938,0,972.0,7.143,1.289,11
STRAIGHT_TRACK,1.989,0,1006.0,9.273,0.714,18
LIGHT_TRACK,1.469,0,737.0,7.75,1.282,12
STRAIGHT_TRACK,1.248,0,626.0,9.0,1.667,12
SMALL_BLOB,0.206,0,103.0,1,1,1
LIGHT_TRACK,1.715,1,860.0,4.25,0.809,11
LIGHT_TRACK,0.86,0,430.0,3.0,1.667,5
STRAIGHT_TRACK,1.84,0,928.0,10.0,0.944,17
LIGHT_TRACK,1.004,0,502.0,3.0,2.083,5
LIGHT_TRACK,2.769,3,1406.0,12.5,0.92,23
LIGHT_TRACK,1.334,0,667.0,3.0,2.0,6
LIGHT_TRACK,1.281,0,642.0,5.0,1.0,10
STRAIGHT_TRACK,1.108,0,555.0,8.0,2.25,9
STRAIGHT_TRACK,1.46,0,731.0,8.0,2.25,9
LIGHT_TRACK,1.084,0,543.0,5.667,1.569,8
STRAIGHT_TRACK,1.335,0,669.0,8.0,1.375,11
LIGHT_TRACK,1.226,0,614.0,6.0,1.667,8
SMALL_BLOB,0.224,0,112.0,1,1,1
STRAIGHT_TRACK,1.456,0,730.0,9.0,1.333,12
STRAIGHT_TRACK,3.135,0,1611.0,20.304,1.078,30
MEDIUM_BLOB,2.198,2,1100.0,1.1,0.818,9
LIGHT_TRACK,1.011,0,506.0,4.0,1.875,6
LIGHT_TRACK,1.596,1,799.0,2.111,0.994,10
STRAIGHT_TRACK,1.749,0,881.0,11.333,1.149,15
STRAIGHT_TRACK,1.797,0,903.0,11.5,1.63,15
STRAIGHT_TRACK,2.13,0,1072.0,9.4,1.157,16
HEAVY_TRACK,13.237,22,6738.0,10.708,1.056,36
STRAIGHT_TRACK,1.17,0,588.0,14.0,1.571,11
LIGHT_TRACK,1.9,1,952.0,4.111,1.123,11
SMALL_BLOB,1.017,0,509.0,2.0,2.0,4
HEAVY_TRACK,2.33,8,1174.0,14.0,1.5,21
SMALL_BLOB,0.54,0,270.0,1.0,4.0,4
SMALL_BLOB,0.272,0,136.0,1,1,2
SMALL_BLOB,0.35,0,175.0,1,1,1
SMALL_BLOB,0.018,0,9.0,1,1,1
STRAIGHT_TRACK,3.172,0,1633.0,21.076,1.018,29
STRAIGHT_TRACK,1.619,0,814.0,8.285,1.0,14
STRAIGHT_TRACK,1.565,0,785.0,9.0,1.389,10
SMALL_BLOB,0.14,0,70.0,1,1,1
LIGHT_TRACK,1.335,0,669.0,3.167,0.763,12
STRAIGHT_TRACK,1.571,0,791.0,10.167,1.117,15
LIGHT_TRACK,2.7,3,1362.0,3.0,0.4,24
LIGHT_TRACK,2.426,0,1216.0,2.833,0.5,15
SMALL_BLOB,0.731,0,366.0,3.0,2.667,4
HEAVY_TRACK,24.479,33,12389.0,4.9,0.959,47
LIGHT_TRACK,1.026,0,514.0,5.8,1.379,8
LIGHT_TRACK,2.266,0,1134.0,5.733,0.443,20
LIGHT_TRACK,0.886,0,443.0,2.0,2.5,5
HEAVY_TRACK,4.578,8,2384.0,9.36,0.433,39
STRAIGHT_TRACK,1.588,0,797.0,8.5,1.279,12
LIGHT_TRACK,0.859,0,430.0,4.5,1.667,6
