cluster_type,LET,inner_pixels,energy,lw_ratio,density,pixel_count
LIGHT_TRACK,4.142,1,2086.0,1.5,0.302,29
HEAVY_TRACK,4.167,7,2143.0,8.111,0.493,35
LIGHT_TRACK,1.285,0,645.0,7.666,1.261,12
LIGHT_TRACK,0.882,0,441.0,2.0,2.5,5
LIGHT_TRACK,0.96,0,480.0,3.5,1.786,5
STRAIGHT_TRACK,3.609,0,1885.0,20.967,0.803,35
STRAIGHT_TRACK,1.772,0,893.0,14.0,1.25,14
STRAIGHT_TRACK,1.513,0,761.0,10.222,1.234,14
SMALL_BLOB,0.08,0,40.0,1,1,1
STRAIGHT_TRACK,2.279,0,1151.0,13.286,1.129,17
STRAIGHT_TRACK,4.307,0,2279.0,23.8,0.772,39
STRAIGHT_TRACK,1.797,0,908.0,8.833,0.695,17
STRAIGHT_TRACK,1.66,0,837.0,11.714,1.143,16
SMALL_BLOB,0.316,0,158.0,1.0,3.0,3
SMALL_BLOB,0.168,0,84.0,1,1,2
SMALL_BLOB,0.707,0,354.0,3.0,2.667,4
SMALL_BLOB,0.246,0,123.0,1,1,1
SMALL_BLOB,0.024,0,12.0,1,1,1
SMALL_BLOB,0.308,0,154.0,1,1,1
LIGHT_TRACK,0.996,0,499.0,6.5,1.538,8
LIGHT_TRACK,1.32,0,661.0,6.25,1.36,8
LIGHT_TRACK,3.324,0,1718.0,6.724,0.334,34
STRAIGHT_TRACK,10.5,0,5446.0,39.0,2.051,40
STRAIGHT_TRACK,1.252,0,629.0,10.2,1.224,12
SMALL_BLOB,0.13,0,65.0,1,1,1
SMALL_BLOB,1.083,0,542.0,1.0,4.0,4
LIGHT_TRACK,1.399,0,701.0,6.231,0.802,13
SMALL_BLOB,0.274,0,137.0,3.0,2.667,4
LIGHT_TRACK,0.872,0,436.0,3.0,1.667,5
LIGHT_TRACK,1.299,0,651.0,3.2,0.859,11
SMALL_BLOB,0.058,0,29.0,1,1,1
SMALL_BLOB,0.628,0,314.0,1,1,2
LIGHT_TRACK,0.839,0,420.0,6.0,2.0,6
SMALL_BLOB,0.817,0,409.0,4.0,2.0,4
STRAIGHT_TRACK,3.03,0,1549.0,16.25,0.961,27
LIGHT_TRACK,1.309,0,656.0,6.5,1.471,9
LIGHT_TRACK,1.76,0,881.0,5.0,1.8,9
LIGHT_TRACK,2.311,0,1167.0,6.655,0.661,20
SMALL_BLOB,0.252,0,126.0,1,1,1
SMALL_BLOB,0.132,0,66.0,1,1,2
HEAVY_TRACK,4.665,6,2336.0,2.25,0.972,14
HEAVY_TRACK,4.819,8,2430.0,1.869,0.354,32
LIGHT_TRACK,2.433,0,1237.0,6.529,0.451,23
STRAIGHT_TRACK,4.4,0,2243.0,16.4,1.078,26
STRAIGHT_TRACK,1.689,0,850.0,11.857,1.277,14
SMALL_BLOB,0.032,0,16.0,1,1,1
LIGHT_TRACK,0.881,0,441.0,5.333,1.625,6
LIGHT_TRACK,1.153,0,577.0,3.75,1.517,7
LIGHT_TRACK,0.908,0,454.0,3.0,2.083,5
LIGHT_TRACK,12.981,9,6855.0,4.021,0.085,120
SMALL_BLOB,0.13,0,65.0,1,1,2
LIGHT_TRACK,2.56,0,1281.0,4.0,1.875,6
HEAVY_TRACK,12.358,10,6486.0,13.682,0.685,51
STRAIGHT_TRACK,4.4,0,2365.0,34.25,0.991,45
LIGHT_TRACK,0.776,0,388.0,2.0,2.5,5
HEAVY_TRACK,1.518,8,759.0,6.0,2.167,13
SMALL_BLOB,0.074,0,37.0,1,1,1
LIGHT_TRACK,1.387,0,697.0,1,1,10
SMALL_BLOB,0.644,0,322.0,1,1,2
STRAIGHT_TRACK,3.528,0,1821.0,23.801,1.087,30
HEAVY_TRACK,6.931,5,3470.0,3.5,1.571,11
SMALL_BLOB,0.689,0,345.0,1,1,4
HEAVY_TRACK,16.046,10,10641.0,24.827,0.406,124
SMALL_BLOB,0.944,0,472.0,1,1,2
SMALL_BLOB,0.346,0,173.0,1.0,4.0,4
SMALL_BLOB,0.078,0,39.0,1,1,1
SMALL_BLOB,0.074,0,37.0,1,1,1
LIGHT_TRACK,1.875,0,938.0,5.0,2.4,6
LIGHT_TRACK,0.799,0,400.0,3.25,1.5,6
STRAIGHT_TRACK,2.73,0,1401.0,18.667,1.017,29
STRAIGHT_TRACK,2.789,0,1415.0,10.308,0.805,23
LIGHT_TRACK,3.617,4,1816.0,2.118,0.504,19
LIGHT_TRACK,1.824,0,921.0,1,1,14
STRAIGHT_TRACK,3.842,0,2029.0,38.001,1.25,38
STRAIGHT_TRACK,1.963,0,990.0,12.077,1.145,16
LIGHT_TRACK,0.974,1,487.0,2.0,1.667,6
SMALL_BLOB,2.29,0,1146.0,2.0,2.0,4
LIGHT_TRACK,2.396,0,1204.0,6.455,0.896,14
SMALL_BLOB,0.262,0,131.0,1,1,1
SMALL_BLOB,0.749,0,375.0,2.0,2.0,4
LIGHT_TRACK,1.701,0,855.0,6.667,0.881,14
SMALL_BLOB,0.72,0,360.0,1.0,3.0,3
LIGHT_TRACK,2.261,0,1131.0,5.0,2.0,5
STRAIGHT_TRACK,1.456,0,731.0,9.2,1.196,11
LIGHT_TRACK,2.233,0,1130.0,6.647,0.579,21
LIGHT_TRACK,0.959,0,480.0,6.0,1.5,9
SMALL_BLOB,0.5,0,250.0,1,1,2
LIGHT_TRACK,6.204,4,3125.0,7.75,1.048,20
LIGHT_TRACK,1.958,1,981.0,5.0,1.111,10
HEAVY_TRACK,12.704,5,6913.0,27.364,0.92,62
STRAIGHT_TRACK,1.286,0,645.0,8.2,1.268,10
LIGHT_TRACK,2.352,1,1189.0,10.539,0.907,19
LIGHT_TRACK,11.718,8,7766.0,4.347,0.075,130
STRAIGHT_TRACK,2.18,0,1107.0,15.471,1.038,21
LIGHT_TRACK,1.505,4,754.0,7.0,1.714,12
LIGHT_TRACK,2.784,1,1405.0,6.182,0.635,19
STRAIGHT_TRACK,1.527,0,771.0,12.286,0.983,16
SMALL_BLOB,0.056,0,28.0,1,1,1
SMALL_BLOB,0.803,0,402.0,2.0,2.0,4
STRAIGHT_TRACK,1.384,0,695.0,9.5,1.342,12
STRAIGHT_TRACK,2.811,0,1429.0,13.667,0.935,23
STRAIGHT_TRACK,1.867,0,943.0,8.65,0.802,19
LIGHT_TRACK,2.32,3,1164.0,2.429,0.399,19
HEAVY_BLOB,35.426,56,17794.0,1.125,0.903,65
LIGHT_TRACK,9.445,6,6483.0,18.75,0.227,107
LIGHT_TRACK,2.344,0,1179.0,7.667,1.124,17
SMALL_BLOB,1.045,0,523.0,5.0,2.0,4
SMALL_BLOB,0.672,0,336.0,1,1,3
STRAIGHT_TRACK,2.938,0,1504.0,18.286,1.025,27
STRAIGHT_TRACK,1.038,0,521.0,10.834,1.338,9
SMALL_BLOB,0.11,0,55.0,1,1,2
STRAIGHT_TRACK,1.488,0,749.0,13.0,1.346,14
SMALL_BLOB,0.29,0,145.0,1,1,1
STRAIGHT_TRACK,2.243,0,1133.0,14.751,1.225,17
LIGHT_TRACK,2.561,2,1284.0,18.0,1.278,23
SMALL_BLOB,0.08,0,40.0,1,1,1
LIGHT_TRACK,1.611,1,806.0,2.667,1.458,7
STRAIGHT_TRACK,1.694,0,854.0,11.75,1.106,16
STRAIGHT_TRACK,2.961,0,1516.0,22.091,1.095,24
HEAVY_TRACK,7.337,6,3717.0,4.79,0.524,29
STRAIGHT_TRACK,1.746,0,879.0,10.5,1.151,15
LIGHT_TRACK,1.168,0,586.0,7.25,1.233,11
SMALL_BLOB,0.632,0,316.0,1.0,3.0,3
SMALL_BLOB,0.088,0,44.0,1,1,1
SMALL_BLOB,0.184,0,92.0,1,1,2
LIGHT_TRACK,1.594,1,799.0,5.0,1.222,11
STRAIGHT_TRACK,1.776,0,895.0,11.077,1.111,16
SMALL_BLOB,0.388,0,194.0,1,1,2
SMALL_BLOB,0.224,0,112.0,1,1,1
STRAIGHT_TRACK,1.848,0,931.0,10.1,1.094,17
LIGHT_TRACK,1.221,0,613.0,7.75,1.258,12
LIGHT_TRACK,1.206,0,603.0,2.0,2.5,5
LIGHT_TRACK,0.981,0,491.0,4.0,1.875,6
STRAIGHT_TRACK,1.296,0,651.0,14.0,1.714,12
LIGHT_TRACK,1.613,0,809.0,6.8,1.2,12
LIGHT_TRACK,4.899,1,2571.0,6.429,0.273,43
MEDIUM_BLOB,2.039,3,1020.0,1.0,1.0,9
LIGHT_TRACK,1.468,0,735.0,5.5,1.818,8
LIGHT_TRACK,0.879,0,440.0,6.5,1.538,8
HEAVY_TRACK,6.404,6,3326.0,8.943,0.305,52
SMALL_BLOB,0.244,0,122.0,1,1,2
LIGHT_TRACK,5.225,4,2625.0,7.334,1.288,17
LIGHT_TRACK,9.81,2,4984.0,11.846,1.057,29
SMALL_BLOB,0.476,0,238.0,1.0,3.0,3
LIGHT_TRACK,4.413,3,2255.0,4.773,0.368,34
LIGHT_TRACK,1.643,4,822.0,10.0,1.5,15
LIGHT_TRACK,0.975,0,488.0,1,1,5
SMALL_BLOB,0.681,0,341.0,1.0,4.0,4
LIGHT_TRACK,4.122,2,2067.0,2.16,0.424,22
SMALL_BLOB,0.074,0,37.0,1,1,1
HEAVY_TRACK,2.56,8,1284.0,8.0,1.875,15
STRAIGHT_TRACK,2.162,0,1089.0,10.333,1.048,15
LIGHT_TRACK,1.043,0,522.0,5.0,2.4,6
LIGHT_TRACK,1.391,0,696.0,3.0,2.0,6
LIGHT_TRACK,1.133,0,567.0,5.25,1.417,7
STRAIGHT_TRACK,1.961,0,989.0,15.666,1.475,16
LIGHT_TRACK,0.935,0,469.0,8.0,1.528,11
SMALL_BLOB,0.274,0,137.0,1,1,2
LIGHT_TRACK,2.418,0,1209.0,2.0,2.5,5
LIGHT_TRACK,1.768,3,885.0,3.0,1.5,9
LIGHT_TRACK,1.268,0,636.0,6.0,1.146,11
SMALL_BLOB,0.414,0,207.0,3.0,2.667,4
LIGHT_TRACK,3.017,1,1528.0,8.286,0.736,23
STRAIGHT_TRACK,2.047,0,1030.0,9.8,1.057,14
LIGHT_TRACK,3.471,2,1765.0,13.066,0.999,26
STRAIGHT_TRACK,1.25,0,627.0,8.5,1.25,10
STRAIGHT_TRACK,2.039,0,1026.0,12.5,1.2,12
LIGHT_TRACK,0.975,2,488.0,5.0,1.8,9
LIGHT_TRACK,1.321,0,662.0,6.4,1.462,9
LIGHT_TRACK,1.117,0,559.0,4.333,1.538,6
LIGHT_TRACK,4.788,2,2396.0,4.0,2.0,8
LIGHT_TRACK,1.156,0,578.0,4.0,1.5,6
LIGHT_TRACK,1.17,0,586.0,6.667,1.5,9
LIGHT_TRACK,1.371,0,687.0,1,1,7
SMALL_BLOB,0.232,0,116.0,1,1,1
STRAIGHT_TRACK,1.751,0,881.0,10.909,1.113,13
LIGHT_TRACK,1.164,0,583.0,6.25,1.36,8
LIGHT_TRACK,0.987,0,494.0,4.333,1.538,6
STRAIGHT_TRACK,1.259,0,633.0,11.857,1.365,13
LIGHT_TRACK,5.75,0,2921.0,1,1,18
STRAIGHT_TRACK,1.754,0,885.0,11.916,1.185,18
LIGHT_TRACK,3.174,0,1603.0,4.571,0.469,21
STRAIGHT_TRACK,1.459,0,731.0,9.0,1.222,11
LIGHT_TRACK,1.883,2,942.0,9.0,1.444,13
HEAVY_TRACK,2.818,5,1410.0,1.913,0.622,17
LIGHT_TRACK,1.658,0,836.0,1,1,13
SMALL_BLOB,0.048,0,24.0,1,1,1
STRAIGHT_TRACK,1.262,0,633.0,8.4,1.362,11
LIGHT_TRACK,2.322,2,1172.0,10.182,1.002,19
SMALL_BLOB,0.432,0,216.0,2.5,2.0,4
LIGHT_TRACK,2.174,0,1094.0,7.667,0.924,15
STRAIGHT_TRACK,10.218,0,5526.0,29.099,0.976,57
LIGHT_TRACK,1.359,0,681.0,7.25,1.319,9
STRAIGHT_TRACK,0.954,0,478.0,9.0,1.562,9
STRAIGHT_TRACK,6.706,0,4251.0,46.833,0.663,86
LIGHT_TRACK,5.534,1,2993.0,10.113,0.297,50
STRAIGHT_TRACK,4.216,0,2263.0,38.125,1.05,42
SMALL_BLOB,0.046,0,23.0,1,1,1
LIGHT_TRACK,1.914,0,957.0,3.0,1.667,5
STRAIGHT_TRACK,2.115,0,1065.0,13.624,1.222,13
LIGHT_TRACK,4.241,3,2133.0,7.8,1.2,18
SMALL_BLOB,0.222,0,111.0,1.0,3.0,3
SMALL_BLOB,0.812,0,406.0,1.0,3.0,3
SMALL_BLOB,0.286,0,143.0,1,1,2
STRAIGHT_TRACK,1.259,0,632.0,9.5,1.23,11
SMALL_BLOB,0.787,0,394.0,3.0,2.667,4
SMALL_BLOB,0.302,0,151.0,2.0,3.0,3
LIGHT_TRACK,1.269,0,638.0,6.625,0.686,12
LIGHT_TRACK,2.142,3,1072.0,2.375,0.531,19
LIGHT_TRACK,1.096,0,548.0,2.75,1.364,6
SMALL_BLOB,0.134,0,67.0,1,1,1
STRAIGHT_TRACK,2.121,0,1069.0,8.588,0.89,17
LIGHT_TRACK,1.835,0,928.0,1,1,15
LIGHT_TRACK,4.435,2,2278.0,34.0,1.118,38
STRAIGHT_TRACK,1.799,0,906.0,11.5,1.238,16
HEAVY_TRACK,4.116,5,2063.0,5.0,1.3,13
LIGHT_TRACK,1.676,3,839.0,3.5,1.429,10
STRAIGHT_TRACK,2.393,0,1229.0,8.811,0.434,27
LIGHT_TRACK,4.622,1,2463.0,26.155,0.923,48
SMALL_BLOB,0.446,0,223.0,4.0,2.0,4
STRAIGHT_TRACK,1.381,0,695.0,8.334,0.933,14
STRAIGHT_TRACK,1.674,0,844.0,10.728,1.011,16
SMALL_BLOB,0.204,0,102.0,1,1,2
HEAVY_TRACK,3.749,6,1881.0,3.778,1.0,18
STRAIGHT_TRACK,1.693,0,852.0,11.333,1.27,14
SMALL_BLOB,0.422,0,211.0,2.0,3.0,3
SMALL_BLOB,0.652,0,326.0,1,1,2
LIGHT_TRACK,8.249,10,5096.0,15.861,0.277,92
HEAVY_TRACK,8.249,8,4178.0,10.2,1.098,28
LIGHT_TRACK,3.11,0,1556.0,2.5,1.0,10
LIGHT_TRACK,1.566,4,784.0,1.9,0.984,11
SMALL_BLOB,0.737,0,369.0,1.0,4.0,4
SMALL_BLOB,0.258,0,129.0,1,1,2
SMALL_BLOB,0.132,0,66.0,1,1,1
SMALL_BLOB,0.944,0,472.0,1.0,3.0,3
LIGHT_TRACK,21.374,61,27035.0,3.831,0.034,486
LIGHT_TRACK,0.734,0,367.0,3.5,1.786,5
LIGHT_TRACK,1.912,0,965.0,6.467,0.533,16
SMALL_BLOB,0.132,0,66.0,1,1,2
LIGHT_TRACK,3.358,4,1731.0,14.658,0.749,32
SMALL_BLOB,0.114,0,57.0,1,1,1
LIGHT_TRACK,4.28,1,2185.0,8.125,0.558,29
SMALL_BLOB,0.068,0,34.0,1,1,1
SMALL_BLOB,0.394,0,197.0,3.0,2.667,4
STRAIGHT_TRACK,0.927,0,464.0,8.0,2.0,8
SMALL_BLOB,0.24,0,120.0,1,1,1
LIGHT_TRACK,3.89,1,1973.0,2.034,0.235,33
LIGHT_TRACK,2.888,0,1458.0,7.637,0.751,19
SMALL_BLOB,0.28,0,140.0,1,1,2
LIGHT_TRACK,0.906,0,453.0,2.0,2.5,5
SMALL_BLOB,0.096,0,48.0,1,1,1
SMALL_BLOB,0.338,0,169.0,1,1,2
HEAVY_TRACK,3.342,5,1702.0,7.778,0.557,27
STRAIGHT_TRACK,1.518,0,762.0,10.0,1.625,13
STRAIGHT_TRACK,5.42,0,3099.0,19.779,0.411,64
LIGHT_TRACK,1.151,0,577.0,4.167,0.833,10
SMALL_BLOB,0.628,0,314.0,2.0,3.0,3
LIGHT_TRACK,1.268,0,634.0,2.0,2.5,5
LIGHT_TRACK,2.963,1,1485.0,1.65,0.53,14
STRAIGHT_TRACK,1.611,0,810.0,11.0,1.414,14
SMALL_BLOB,0.831,0,416.0,3.0,2.667,4
LIGHT_TRACK,7.352,2,4499.0,35.667,0.58,81
LIGHT_TRACK,1.011,0,507.0,7.5,1.417,10
STRAIGHT_TRACK,2.264,0,1142.0,12.666,1.069,15
LIGHT_TRACK,1.405,2,705.0,8.0,1.625,13
HEAVY_TRACK,2.81,6,1409.0,3.364,0.668,16
STRAIGHT_TRACK,1.489,0,749.0,10.25,1.238,14
STRAIGHT_TRACK,1.751,0,881.0,9.714,1.166,15
HEAVY_TRACK,18.324,35,9367.0,10.316,1.027,45
LIGHT_TRACK,2.734,0,1387.0,2.978,0.237,22
STRAIGHT_TRACK,1.456,0,731.0,9.5,1.342,12
LIGHT_TRACK,3.127,1,1574.0,2.48,0.298,24
STRAIGHT_TRACK,5.07,0,2755.0,34.521,0.935,49
LIGHT_TRACK,1.81,0,907.0,3.778,0.948,10
HEAVY_TRACK,2.764,7,1391.0,5.333,0.833,20
LIGHT_TRACK,0.989,0,495.0,6.0,2.333,7
LIGHT_TRACK,3.947,4,1981.0,25.0,1.36,34
SMALL_BLOB,0.244,0,122.0,1,1,2
STRAIGHT_TRACK,1.429,0,717.0,8.167,1.259,10
LIGHT_TRACK,3.55,0,1781.0,1.018,0.386,22
LIGHT_TRACK,1.095,0,548.0,5.333,1.458,7
STRAIGHT_TRACK,3.506,0,1830.0,24.801,0.967,35
LIGHT_TRACK,1.305,0,653.0,7.0,1.286,9
LIGHT_TRACK,0.993,0,498.0,7.2,1.25,9
HEAVY_TRACK,69.885,51,36114.0,2.054,0.306,89
LIGHT_TRACK,1.611,1,806.0,1.75,1.25,7
SMALL_BLOB,0.264,0,132.0,1,1,2
LIGHT_TRACK,6.623,3,3358.0,1.733,0.221,43
LIGHT_TRACK,3.492,4,1775.0,5.935,0.493,28
SMALL_BLOB,0.23,0,115.0,1,1,2
STRAIGHT_TRACK,3.176,0,1596.0,8.667,1.167,14
SMALL_BLOB,0.18,0,90.0,1,1,1
SMALL_BLOB,0.572,0,286.0,2.0,2.0,4
LIGHT_TRACK,10.805,2,5615.0,20.058,1.051,42
HEAVY_TRACK,20.483,24,10301.0,3.778,1.078,33
STRAIGHT_TRACK,1.135,0,569.0,11.0,2.182,12
STRAIGHT_TRACK,1.85,0,928.0,8.167,1.259,10
STRAIGHT_TRACK,1.718,0,862.0,9.0,1.389,10
LIGHT_TRACK,1.95,0,976.0,7.0,2.286,8
LIGHT_TRACK,9.392,4,4814.0,8.73,0.618,36
STRAIGHT_TRACK,1.498,0,752.0,10.0,1.625,13
SMALL_BLOB,0.314,0,157.0,1,1,2
SMALL_BLOB,0.168,0,84.0,1,1,1
STRAIGHT_TRACK,1.867,0,937.0,8.6,1.279,11
HEAVY_TRACK,6.161,8,3182.0,4.947,0.334,45
HEAVY_TRACK,49.251,54,24663.0,3.75,1.05,63
STRAIGHT_TRACK,1.163,0,584.0,11.0,1.345,10
LIGHT_TRACK,1.459,0,731.0,6.0,1.343,10
LIGHT_TRACK,8.279,1,5434.0,60.317,0.851,102
SMALL_BLOB,0.168,0,84.0,1,1,1
STRAIGHT_TRACK,2.772,0,1427.0,13.545,0.587,26
STRAIGHT_TRACK,1.678,0,846.0,14.0,1.326,16
SMALL_BLOB,0.67,0,335.0,1,1,2
SMALL_BLOB,0.797,0,399.0,1,1,4
LIGHT_TRACK,10.306,2,6692.0,42.067,0.613,100
STRAIGHT_TRACK,3.631,0,1910.0,31.741,1.012,34
SMALL_BLOB,0.474,0,237.0,2.0,2.0,4
LIGHT_TRACK,1.662,0,831.0,4.0,1.5,6
STRAIGHT_TRACK,3.318,0,1737.0,26.482,0.933,34
STRAIGHT_TRACK,2.083,0,1052.0,8.875,0.88,20
STRAIGHT_TRACK,6.426,0,3711.0,43.759,0.891,68
LIGHT_TRACK,1.002,0,502.0,6.667,1.5,9
STRAIGHT_TRACK,1.819,0,916.0,11.667,1.175,15
SMALL_BLOB,0.316,0,158.0,1,1,2
STRAIGHT_TRACK,1.505,0,756.0,9.0,1.264,14
LIGHT_TRACK,1.161,0,582.0,7.2,1.389,10
STRAIGHT_TRACK,1.678,0,844.0,10.5,1.169,13
LIGHT_TRACK,2.938,2,1518.0,23.728,1.048,30
SMALL_BLOB,0.104,0,52.0,1,1,1
HEAVY_TRACK,2.308,5,1156.0,1.706,0.811,16
SMALL_BLOB,0.342,0,171.0,1,1,3
LIGHT_TRACK,0.818,0,410.0,6.0,1.343,10
LIGHT_TRACK,5.185,3,2724.0,4.689,0.212,47
SMALL_BLOB,0.208,0,104.0,5.0,3.0,3
LIGHT_TRACK,1.847,2,926.0,7.0,1.714,12
LIGHT_TRACK,2.732,0,1398.0,5.067,0.297,28
STRAIGHT_TRACK,1.813,0,912.0,10.0,1.123,14
STRAIGHT_TRACK,0.915,0,458.0,12.0,2.5,6
LIGHT_TRACK,0.76,0,380.0,3.5,1.786,5
SMALL_BLOB,0.082,0,41.0,1,1,1
HEAVY_TRACK,4.864,6,2434.0,2.0,1.5,12
STRAIGHT_TRACK,1.551,0,778.0,8.666,1.282,10
STRAIGHT_TRACK,1.837,0,924.0,10.624,1.194,14
SMALL_BLOB,0.26,0,130.0,1,1,2
STRAIGHT_TRACK,2.93,0,1482.0,13.666,1.179,20
SMALL_BLOB,0.308,0,154.0,1,1,2
LIGHT_TRACK,17.923,4,9981.0,31.017,0.967,75
LIGHT_TRACK,2.633,2,1326.0,5.708,0.791,20
HEAVY_TRACK,26.862,48,13697.0,10.0,1.4,56
SMALL_BLOB,0.232,0,116.0,1,1,1
STRAIGHT_TRACK,2.666,0,1361.0,16.917,0.998,25
SMALL_BLOB,0.12,0,60.0,1,1,1
SMALL_BLOB,0.084,0,42.0,1,1,1
SMALL_BLOB,0.172,0,86.0,1,1,1
LIGHT_TRACK,6.523,4,3310.0,12.2,1.025,25
LIGHT_TRACK,3.061,0,1561.0,1,1,20
LIGHT_TRACK,2.119,1,1062.0,3.333,0.867,13
STRAIGHT_TRACK,2.331,0,1179.0,14.0,1.226,20
LIGHT_TRACK,1.294,0,651.0,1,1,11
HEAVY_TRACK,6.723,7,3438.0,13.307,0.983,34
SMALL_BLOB,0.09,0,45.0,1,1,1
SMALL_BLOB,0.27,0,135.0,1,1,2
LIGHT_TRACK,1.783,0,897.0,6.8,0.871,16
LIGHT_TRACK,0.601,0,301.0,1,1,5
STRAIGHT_TRACK,1.666,0,837.0,11.0,1.364,12
LIGHT_TRACK,1.172,0,586.0,2.0,2.5,5
LIGHT_TRACK,1.473,0,737.0,4.0,2.5,5
SMALL_BLOB,0.058,0,29.0,1,1,1
HEAVY_TRACK,11.584,10,6055.0,14.79,0.796,50
SMALL_BLOB,0.114,0,57.0,1,1,1
STRAIGHT_TRACK,1.906,0,963.0,24.0,1.417,17
STRAIGHT_TRACK,3.272,0,1664.0,27.0,1.111,30
SMALL_BLOB,0.332,0,166.0,1,1,1
STRAIGHT_TRACK,3.039,0,1553.0,22.333,1.194,24
LIGHT_TRACK,0.954,0,477.0,2.0,2.5,5
LIGHT_TRACK,69.264,44,34996.0,1.047,0.42,63
LIGHT_TRACK,4.197,1,2105.0,5.555,1.184,13
LIGHT_TRACK,1.259,0,631.0,7.666,1.304,9
SMALL_BLOB,0.56,0,280.0,2.0,3.0,3
LIGHT_TRACK,1.426,0,718.0,1,1,12
LIGHT_TRACK,1.722,0,864.0,7.666,1.261,12
STRAIGHT_TRACK,1.337,0,669.0,8.0,1.375,11
STRAIGHT_TRACK,2.26,0,1150.0,15.714,1.06,24
LIGHT_TRACK,1.13,0,566.0,6.5,1.538,8
LIGHT_TRACK,2.27,1,1148.0,11.077,0.903,19
SMALL_BLOB,0.25,0,125.0,1,1,1
SMALL_BLOB,0.058,0,29.0,1,1,1
LIGHT_TRACK,0.993,0,497.0,6.0,2.333,7
LIGHT_TRACK,1.073,0,537.0,4.333,1.538,6
STRAIGHT_TRACK,1.892,0,957.0,15.5,1.26,19
LIGHT_TRACK,1.019,2,510.0,4.0,2.0,8
LIGHT_TRACK,7.612,4,4497.0,26.095,0.56,85
LIGHT_TRACK,2.01,3,1007.0,3.0,0.963,13
STRAIGHT_TRACK,2.038,0,1028.0,12.0,1.135,17
STRAIGHT_TRACK,2.205,0,1119.0,9.5,0.654,21
STRAIGHT_TRACK,1.912,0,957.0,11.0,1.273,14
LIGHT_TRACK,1.572,0,786.0,2.0,2.5,5
LIGHT_TRACK,2.301,1,1153.0,3.0,0.889,12
LIGHT_TRACK,4.394,4,2209.0,4.421,0.774,19
LIGHT_TRACK,1.394,0,697.0,2.0,1.2,6
STRAIGHT_TRACK,1.212,0,608.0,9.0,1.358,11
HEAVY_TRACK,2.472,10,1238.0,3.0,1.25,15
STRAIGHT_TRACK,2.893,0,1456.0,12.0,1.389,15
HEAVY_TRACK,7.271,5,3649.0,4.6,1.072,17
SMALL_BLOB,0.094,0,47.0,1,1,1
STRAIGHT_TRACK,5.006,0,2754.0,35.035,0.882,53
SMALL_BLOB,0.284,0,142.0,1,1,2
STRAIGHT_TRACK,1.858,0,936.0,9.333,0.949,15
LIGHT_TRACK,1.242,0,622.0,2.833,0.75,9
SMALL_BLOB,0.124,0,62.0,1,1,1
SMALL_BLOB,0.092,0,46.0,1,1,1
LIGHT_TRACK,2.393,0,1198.0,2.0,0.36,18
SMALL_BLOB,0.801,0,401.0,3.0,2.667,4
LIGHT_TRACK,3.47,4,1770.0,5.625,0.403,29
LIGHT_TRACK,2.697,3,1366.0,8.478,0.749,23
LIGHT_TRACK,0.993,0,497.0,1,1,5
STRAIGHT_TRACK,1.938,0,978.0,21.0,1.619,17
HEAVY_TRACK,24.392,21,12206.0,1.5,1.208,29
STRAIGHT_TRACK,1.648,0,830.0,14.666,1.379,14
LIGHT_TRACK,4.338,4,2180.0,3.727,0.574,28
LIGHT_TRACK,0.919,0,460.0,7.0,2.0,7
LIGHT_TRACK,5.551,3,3115.0,21.625,0.484,58
LIGHT_TRACK,1.923,3,962.0,1.25,1.125,9
STRAIGHT_TRACK,2.419,0,1225.0,9.131,0.63,18
SMALL_BLOB,0.936,0,468.0,1.0,3.0,3
STRAIGHT_TRACK,2.792,0,1432.0,21.3,1.106,27
SMALL_BLOB,0.22,0,110.0,1,1,2
SMALL_BLOB,0.332,0,166.0,2.0,3.0,3
SMALL_BLOB,0.086,0,43.0,1,1,1
STRAIGHT_TRACK,2.094,0,1053.0,10.8,1.296,14
SMALL_BLOB,0.064,0,32.0,1,1,1
LIGHT_TRACK,1.404,0,704.0,1,1,8
LIGHT_TRACK,2.878,2,1439.0,4.0,2.0,8
STRAIGHT_TRACK,2.322,0,1184.0,20.091,1.104,22
SMALL_BLOB,0.658,0,329.0,2.0,3.0,3
SMALL_BLOB,0.166,0,83.0,1,1,1
STRAIGHT_TRACK,1.549,0,779.0,11.125,1.187,13
HEAVY_TRACK,8.931,9,4579.0,8.033,0.61,39
HEAVY_TRACK,9.798,16,5051.0,17.211,1.04,38
LIGHT_TRACK,1.397,0,701.0,7.143,1.269,12
STRAIGHT_TRACK,1.508,0,756.0,8.5,1.618,11
STRAIGHT_TRACK,4.371,0,2290.0,12.855,0.487,37
STRAIGHT_TRACK,2.131,0,1082.0,16.134,1.07,21
SMALL_BLOB,0.19,0,95.0,1,1,2
STRAIGHT_TRACK,2.535,0,1298.0,21.001,1.072,25
HEAVY_TRACK,8.239,10,4180.0,10.571,1.071,30
LIGHT_TRACK,4.476,2,2312.0,11.812,0.578,33
LIGHT_TRACK,1.165,0,584.0,7.5,1.667,10
STRAIGHT_TRACK,3.673,0,1956.0,41.001,1.341,44
SMALL_BLOB,0.084,0,42.0,1,1,1
HEAVY_TRACK,8.532,8,4271.0,2.333,1.333,14
SMALL_BLOB,0.51,0,255.0,3.0,2.667,4
STRAIGHT_TRACK,2.625,0,1340.0,18.556,1.014,23
