cluster_type,LET,inner_pixels,energy,lw_ratio,density,pixel_count
SMALL_BLOB,0.464,0,232.0,1,1,2
SMALL_BLOB,0.356,0,178.0,1,1,2
SMALL_BLOB,0.126,0,63.0,1,1,1
LIGHT_TRACK,1.158,1,579.0,2.0,1.667,6
SMALL_BLOB,0.276,0,138.0,1,1,2
SMALL_BLOB,0.26,0,130.0,1,1,1
STRAIGHT_TRACK,3.037,0,1536.0,13.819,1.148,19
SMALL_BLOB,0.945,0,473.0,1,1,4
SMALL_BLOB,0.354,0,177.0,1,1,1
SMALL_BLOB,0.25,0,125.0,1,1,2
LIGHT_TRACK,1.483,1,742.0,1.667,1.067,8
LIGHT_TRACK,1.555,0,778.0,7.0,1.429,10
LIGHT_TRACK,1.232,0,617.0,6.5,1.538,8
LIGHT_TRACK,1.484,0,743.0,5.333,1.458,7
STRAIGHT_TRACK,1.637,0,821.0,11.0,2.182,12
SMALL_BLOB,0.316,0,158.0,1,1,2
LIGHT_TRACK,1.285,0,644.0,5.0,1.25,10
SMALL_BLOB,0.108,0,54.0,1,1,1
SMALL_BLOB,0.262,0,131.0,1,1,1
LIGHT_TRACK,1.173,1,587.0,2.5,1.4,7
LIGHT_TRACK,2.306,4,1158.0,12.0,1.417,17
LIGHT_TRACK,1.599,0,803.0,7.8,1.133,13
SMALL_BLOB,0.26,0,130.0,1,1,1
LIGHT_TRACK,8.065,2,4724.0,35.279,0.71,75
SMALL_BLOB,0.398,0,199.0,1,1,3
SMALL_BLOB,0.586,0,293.0,1,1,4
SMALL_BLOB,0.122,0,61.0,1,1,1
HEAVY_TRACK,5.999,6,3036.0,10.471,1.117,26
LIGHT_TRACK,1.103,0,552.0,3.0,2.0,6
STRAIGHT_TRACK,2.215,0,1116.0,10.5,1.032,15
HEAVY_TRACK,37.773,84,18968.0,9.333,1.095,92
LIGHT_TRACK,1.703,2,852.0,1.857,1.143,8
LIGHT_TRACK,1.686,0,846.0,6.0,1.0,12
SMALL_BLOB,0.316,0,158.0,1,1,2
SMALL_BLOB,1.143,0,572.0,1.0,3.0,3
STRAIGHT_TRACK,1.892,0,950.0,9.167,1.233,11
SMALL_BLOB,0.202,0,101.0,1,1,1
LIGHT_TRACK,1.97,0,989.0,6.333,0.969,13
LIGHT_TRACK,1.4,0,702.0,6.0,1.247,11
LIGHT_TRACK,1.859,2,930.0,2.5,1.4,7
SMALL_BLOB,0.284,0,142.0,1,1,1
SMALL_BLOB,0.142,0,71.0,1,1,1
LIGHT_TRACK,1.685,3,843.0,1.5,1.5,9
LIGHT_TRACK,278.118,250,148648.0,1.084,0.335,329
SMALL_BLOB,0.144,0,72.0,1,1,1
LIGHT_TRACK,2.108,4,1055.0,2.143,1.238,10
STRAIGHT_TRACK,1.222,0,612.0,9.0,1.778,8
SMALL_BLOB,0.514,0,257.0,1.0,3.0,3
SMALL_BLOB,0.15,0,75.0,1,1,1
SMALL_BLOB,0.132,0,66.0,1,1,1
SMALL_BLOB,0.466,0,233.0,1.0,3.0,3
LIGHT_TRACK,1.39,1,695.0,1.5,2.0,6
LIGHT_TRACK,1.61,0,807.0,7.4,1.405,10
LIGHT_TRACK,2.378,0,1203.0,5.5,0.449,19
SMALL_BLOB,0.322,0,161.0,1,1,2
SMALL_BLOB,0.26,0,130.0,1,1,1
SMALL_BLOB,0.182,0,91.0,1,1,2
SMALL_BLOB,0.4,0,200.0,1,1,2
SMALL_BLOB,0.438,0,219.0,1.0,3.0,3
SMALL_BLOB,0.124,0,62.0,1,1,1
SMALL_BLOB,0.192,0,96.0,2.0,3.0,3
SMALL_BLOB,0.066,0,33.0,1,1,1
LIGHT_TRACK,1.022,2,511.0,1.5,1.333,8
SMALL_BLOB,0.86,0,430.0,2.0,3.0,3
LIGHT_TRACK,4.102,2,2100.0,4.306,0.286,32
LIGHT_TRACK,1.863,0,933.0,3.667,1.288,10
STRAIGHT_TRACK,1.818,0,913.0,13.0,2.154,14
SMALL_BLOB,0.194,0,97.0,1,1,2
SMALL_BLOB,0.07,0,35.0,1,1,1
SMALL_BLOB,0.518,0,259.0,1,1,2
SMALL_BLOB,0.208,0,104.0,1,1,2
HEAVY_TRACK,7.814,8,3986.0,13.0,0.985,31
LIGHT_TRACK,2.516,1,1268.0,6.955,0.818,19
SMALL_BLOB,0.064,0,32.0,1,1,1
STRAIGHT_TRACK,2.137,0,1074.0,8.333,1.25,15
LIGHT_TRACK,2.23,1,1117.0,2.0,0.75,12
LIGHT_TRACK,1.808,1,905.0,3.6,1.3,9
STRAIGHT_TRACK,2.137,0,1079.0,12.8,1.153,18
LIGHT_TRACK,0.886,0,444.0,1,1,7
SMALL_BLOB,0.388,0,194.0,1,1,2
STRAIGHT_TRACK,2.873,0,1451.0,12.111,1.123,19
LIGHT_TRACK,1.674,0,839.0,5.625,1.253,11
LIGHT_TRACK,2.372,2,1193.0,6.5,0.944,17
STRAIGHT_TRACK,5.186,0,2660.0,17.4,1.1,33
STRAIGHT_TRACK,2.151,0,1083.0,9.714,1.214,17
LIGHT_TRACK,1.345,1,673.0,2.0,1.75,7
SMALL_BLOB,0.148,0,74.0,1,1,1
STRAIGHT_TRACK,2.345,0,1183.0,15.0,1.417,17
SMALL_BLOB,0.06,0,30.0,1,1,1
HEAVY_TRACK,3.595,9,1799.0,1.632,0.795,18
STRAIGHT_TRACK,3.51,0,1794.0,30.0,2.067,31
SMALL_BLOB,1.275,0,638.0,1,1,3
LIGHT_TRACK,1.361,0,682.0,7.5,1.667,10
HEAVY_TRACK,4.322,6,2164.0,2.5,1.3,13
LIGHT_TRACK,2.753,0,1390.0,3.704,0.37,20
STRAIGHT_TRACK,1.886,0,947.0,13.0,2.154,14
SMALL_BLOB,0.278,0,139.0,1,1,1
SMALL_BLOB,0.998,0,499.0,1,1,3
SMALL_BLOB,0.374,0,187.0,1,1,2
SMALL_BLOB,0.404,0,202.0,1,1,2
SMALL_BLOB,0.398,0,199.0,1,1,2
LIGHT_TRACK,0.976,0,488.0,4.0,2.5,5
LIGHT_TRACK,0.894,0,447.0,4.0,2.5,5
SMALL_BLOB,0.196,0,98.0,1,1,1
HEAVY_TRACK,4.454,7,2233.0,1.538,0.575,23
LIGHT_TRACK,1.959,2,983.0,2.4,0.5,15
SMALL_BLOB,0.18,0,90.0,1,1,2
STRAIGHT_TRACK,2.962,0,1501.0,18.501,1.554,23
LIGHT_TRACK,2.183,0,1092.0,3.667,0.485,16
LIGHT_TRACK,4.449,2,2311.0,19.697,0.895,36
LIGHT_TRACK,0.864,0,432.0,3.5,1.786,5
STRAIGHT_TRACK,2.194,0,1108.0,12.167,1.068,18
LIGHT_TRACK,1.928,0,966.0,5.333,1.302,10
STRAIGHT_TRACK,1.754,0,882.0,10.8,1.204,13
STRAIGHT_TRACK,4.595,0,2384.0,22.285,1.02,35
STRAIGHT_TRACK,4.044,0,2094.0,22.041,1.034,34
LIGHT_TRACK,2.341,2,1172.0,2.75,1.136,10
LIGHT_TRACK,1.982,2,993.0,5.0,1.222,11
SMALL_BLOB,1.045,0,523.0,2.0,2.0,4
LIGHT_TRACK,1.687,2,844.0,3.0,2.333,7
LIGHT_TRACK,1.706,0,856.0,7.857,1.278,12
STRAIGHT_TRACK,3.436,0,1762.0,19.6,1.057,28
STRAIGHT_TRACK,4.025,0,2089.0,24.077,1.024,33
SMALL_BLOB,0.622,0,311.0,1.0,4.0,4
SMALL_BLOB,0.012,0,6.0,1,1,3
HEAVY_TRACK,10.283,21,5199.0,6.75,0.993,33
LIGHT_TRACK,0.717,0,359.0,6.5,1.923,5
SMALL_BLOB,1.259,0,630.0,1,1,3
LIGHT_TRACK,1.642,0,822.0,4.25,1.324,9
STRAIGHT_TRACK,3.583,0,1819.0,15.334,1.13,23
STRAIGHT_TRACK,1.303,0,653.0,10.0,2.0,10
SMALL_BLOB,0.166,0,83.0,1,1,1
LIGHT_TRACK,1.691,0,848.0,6.1,1.2,12
STRAIGHT_TRACK,1.676,0,841.0,12.0,2.167,13
LIGHT_TRACK,1.712,1,857.0,3.6,1.3,9
LIGHT_TRACK,2.345,1,1176.0,5.0,0.7,14
SMALL_BLOB,0.168,0,84.0,1,1,1
LIGHT_TRACK,6.823,0,3875.0,6.5,0.146,65
STRAIGHT_TRACK,2.229,0,1122.0,9.714,1.214,17
LIGHT_TRACK,1.414,0,708.0,5.667,1.569,8
HEAVY_TRACK,6.647,15,3326.0,4.0,0.889,32
LIGHT_TRACK,1.234,0,618.0,1,1,6
LIGHT_TRACK,4.143,3,2115.0,11.5,0.788,29
LIGHT_TRACK,1.378,0,691.0,6.5,1.25,10
LIGHT_TRACK,3.542,3,1794.0,8.75,0.805,24
LIGHT_TRACK,1.671,0,840.0,6.056,0.611,11
LIGHT_TRACK,7.79,4,4376.0,31.056,0.794,67
STRAIGHT_TRACK,3.032,0,1558.0,26.501,1.226,26
LIGHT_TRACK,2.065,0,1037.0,5.8,0.828,12
LIGHT_TRACK,1.232,0,617.0,4.5,1.444,8
SMALL_BLOB,0.492,0,246.0,1,1,2
SMALL_BLOB,0.264,0,132.0,1.0,3.0,3
LIGHT_TRACK,3.564,4,1787.0,18.0,1.278,23
LIGHT_TRACK,1.559,0,782.0,6.714,1.24,12
STRAIGHT_TRACK,5.652,0,3010.0,27.334,0.915,45
SMALL_BLOB,0.172,0,86.0,1,1,1
LIGHT_TRACK,6.261,12,3174.0,2.035,0.299,45
LIGHT_TRACK,11.363,15,5874.0,2.647,0.212,54
SMALL_BLOB,0.304,0,152.0,1,1,2
SMALL_BLOB,0.176,0,88.0,1,1,1
SMALL_BLOB,0.364,0,182.0,1,1,2
SMALL_BLOB,0.3,0,150.0,1,1,2
LIGHT_TRACK,2.041,4,1021.0,1.385,0.872,12
LIGHT_TRACK,1.805,0,906.0,7.0,1.161,13
LIGHT_TRACK,2.989,1,1516.0,10.25,0.813,23
STRAIGHT_TRACK,1.619,0,814.0,9.5,1.22,14
MEDIUM_BLOB,2.185,4,1093.0,1.0,1.111,10
LIGHT_TRACK,1.718,0,859.0,3.0,2.0,6
LIGHT_TRACK,1.35,0,676.0,4.5,1.444,8
LIGHT_TRACK,4.976,3,2497.0,5.375,1.09,15
SMALL_BLOB,0.304,0,152.0,1,1,2
SMALL_BLOB,0.793,0,397.0,1.0,2.0,4
LIGHT_TRACK,10.308,2,5956.0,5.431,0.123,95
SMALL_BLOB,0.326,0,163.0,1,1,2
SMALL_BLOB,0.278,0,139.0,1,1,1
SMALL_BLOB,0.214,0,107.0,1,1,1
STRAIGHT_TRACK,2.013,0,1014.0,10.5,1.128,16
LIGHT_TRACK,1.847,0,930.0,1,1,12
HEAVY_TRACK,15.729,30,7962.0,6.333,1.039,41
SMALL_BLOB,0.304,0,152.0,1,1,2
SMALL_BLOB,0.056,0,28.0,1,1,1
SMALL_BLOB,0.526,0,263.0,1,1,2
LIGHT_TRACK,7.217,4,4014.0,15.203,0.404,63
HEAVY_BLOB,3.884,6,1944.0,1.059,0.833,15
HEAVY_TRACK,1.897,5,950.0,2.5,1.2,12
STRAIGHT_TRACK,4.145,0,2156.0,25.272,1.048,34
LIGHT_TRACK,1.217,0,609.0,4.0,1.875,6
SMALL_BLOB,0.342,0,171.0,2.0,3.0,3
SMALL_BLOB,0.4,0,200.0,1,1,2
LIGHT_TRACK,10.826,4,6629.0,17.69,0.347,98
LIGHT_TRACK,2.697,1,1352.0,2.923,0.551,16
HEAVY_TRACK,3.492,10,1746.0,8.0,2.0,16
SMALL_BLOB,0.19,0,95.0,1,1,2
STRAIGHT_TRACK,9.334,0,6080.0,32.06,0.474,103
SMALL_BLOB,0.67,0,335.0,1,1,2
LIGHT_TRACK,1.432,0,718.0,7.8,1.41,11
SMALL_BLOB,0.29,0,145.0,1,1,2
LIGHT_TRACK,1.065,0,533.0,6.0,2.333,7
STRAIGHT_TRACK,3.727,0,1877.0,17.0,2.118,18
SMALL_BLOB,0.452,0,226.0,1.0,3.0,3
STRAIGHT_TRACK,2.644,0,1337.0,13.666,1.179,20
SMALL_BLOB,0.07,0,35.0,1,1,1
LIGHT_TRACK,5.961,4,3005.0,8.462,1.087,21
SMALL_BLOB,0.33,0,165.0,1,1,2
HEAVY_TRACK,31.98,54,25102.0,39.246,0.525,196
STRAIGHT_TRACK,3.161,0,1612.0,15.619,1.015,26
SMALL_BLOB,0.979,0,490.0,1.0,4.0,4
SMALL_BLOB,0.856,0,428.0,1.0,3.0,3
HEAVY_TRACK,8.974,18,4492.0,19.0,1.632,31
STRAIGHT_TRACK,1.731,0,869.0,8.125,1.154,12
STRAIGHT_TRACK,6.398,0,3516.0,25.025,0.65,54
STRAIGHT_TRACK,2.601,0,1305.0,12.0,2.167,13
LIGHT_TRACK,2.034,2,1020.0,3.25,0.748,14
STRAIGHT_TRACK,2.301,0,1161.0,10.923,1.004,17
STRAIGHT_TRACK,2.34,0,1185.0,10.875,0.875,21
SMALL_BLOB,0.653,0,327.0,2.0,2.0,4
STRAIGHT_TRACK,2.51,0,1272.0,16.4,1.22,20
LIGHT_TRACK,1.966,1,985.0,1.783,0.565,13
LIGHT_TRACK,1.218,0,610.0,5.667,1.569,8
HEAVY_TRACK,7.298,7,3676.0,5.526,0.816,22
LIGHT_TRACK,1.231,0,616.0,5.0,2.4,6
STRAIGHT_TRACK,2.098,0,1059.0,13.077,1.181,18
LIGHT_TRACK,2.104,2,1056.0,11.0,1.364,15
LIGHT_TRACK,1.199,0,600.0,3.25,1.538,8
SMALL_BLOB,0.939,0,470.0,2.5,2.0,4
SMALL_BLOB,0.512,0,256.0,1.0,3.0,3
HEAVY_BLOB,5.921,6,2962.0,1.0,1.333,12
LIGHT_TRACK,2.902,2,1474.0,12.714,0.963,24
SMALL_BLOB,0.262,0,131.0,1,1,2
STRAIGHT_TRACK,2.21,0,1112.0,15.0,1.2,18
STRAIGHT_TRACK,9.154,0,5965.0,60.707,0.869,100
SMALL_BLOB,0.274,0,137.0,1,1,1
SMALL_BLOB,0.322,0,161.0,1,1,2
SMALL_BLOB,0.204,0,102.0,1,1,2
STRAIGHT_TRACK,5.065,0,2675.0,17.0,0.588,40
STRAIGHT_TRACK,1.602,0,805.0,10.0,1.3,13
LIGHT_TRACK,12.077,4,9821.0,54.69,0.519,156
LIGHT_TRACK,3.196,2,1603.0,2.667,0.708,17
STRAIGHT_TRACK,7.383,0,4305.0,30.0,0.542,65
LIGHT_TRACK,1.95,2,975.0,2.0,3.0,6
LIGHT_TRACK,1.04,0,520.0,4.0,2.5,5
SMALL_BLOB,0.194,0,97.0,1,1,2
STRAIGHT_TRACK,2.668,0,1354.0,16.624,1.199,22
STRAIGHT_TRACK,1.801,0,906.0,11.167,1.197,13
LIGHT_TRACK,1.141,0,571.0,4.333,1.538,6
LIGHT_TRACK,1.477,0,739.0,7.0,1.429,10
STRAIGHT_TRACK,3.624,0,1850.0,18.304,1.087,25
STRAIGHT_TRACK,1.566,0,786.0,10.0,1.5,12
LIGHT_TRACK,2.305,2,1155.0,4.6,1.243,11
LIGHT_TRACK,0.646,0,323.0,3.5,1.786,5
STRAIGHT_TRACK,3.144,0,1581.0,8.5,1.206,16
STRAIGHT_TRACK,5.418,0,2759.0,15.067,1.132,28
SMALL_BLOB,0.504,0,252.0,1,1,2
SMALL_BLOB,0.06,0,30.0,1,1,1
LIGHT_TRACK,4.71,0,2421.0,6.023,0.339,32
STRAIGHT_TRACK,3.544,0,1806.0,16.063,1.075,26
HEAVY_TRACK,32.306,47,16234.0,2.0,1.06,53
HEAVY_TRACK,13.454,19,6737.0,3.067,1.017,27
LIGHT_TRACK,2.418,0,1217.0,6.5,0.8,16
SMALL_BLOB,0.604,0,302.0,2.0,3.0,3
SMALL_BLOB,0.342,0,171.0,1,1,2
STRAIGHT_TRACK,2.775,0,1404.0,16.333,1.293,19
STRAIGHT_TRACK,3.961,0,2013.0,15.5,1.025,22
SMALL_BLOB,0.158,0,79.0,1,1,1
STRAIGHT_TRACK,3.824,0,1967.0,21.374,1.06,29
LIGHT_TRACK,3.621,0,1814.0,2.778,0.543,22
LIGHT_TRACK,10.345,12,5610.0,4.434,0.199,79
LIGHT_TRACK,1.91,0,957.0,5.0,1.375,11
LIGHT_TRACK,3.366,2,1695.0,7.294,0.905,18
LIGHT_TRACK,1.338,3,670.0,3.4,1.176,10
STRAIGHT_TRACK,5.285,0,2767.0,16.878,0.665,38
STRAIGHT_TRACK,1.877,0,945.0,12.333,1.261,14
STRAIGHT_TRACK,3.254,0,1638.0,8.333,1.034,17
SMALL_BLOB,0.282,0,141.0,1,1,2
LIGHT_TRACK,1.794,0,898.0,2.75,1.023,9
LIGHT_TRACK,1.141,0,571.0,4.0,1.422,7
STRAIGHT_TRACK,1.989,0,1003.0,14.0,1.326,16
SMALL_BLOB,0.22,0,110.0,1,1,1
LIGHT_TRACK,4.487,4,2251.0,5.222,1.206,15
LIGHT_TRACK,2.287,4,1144.0,1.667,0.867,13
STRAIGHT_TRACK,3.121,0,1587.0,10.522,0.794,26
SMALL_BLOB,0.332,0,166.0,1,1,2
SMALL_BLOB,0.1,0,50.0,1,1,1
SMALL_BLOB,0.058,0,29.0,1,1,1
LIGHT_TRACK,2.216,1,1110.0,4.333,1.41,11
SMALL_BLOB,0.072,0,36.0,1,1,1
SMALL_BLOB,0.308,0,154.0,1,1,2
LIGHT_TRACK,1.455,0,728.0,2.0,1.0,8
SMALL_BLOB,1.137,0,569.0,1.0,2.0,4
LIGHT_TRACK,0.962,0,481.0,3.5,1.786,5
SMALL_BLOB,0.82,0,410.0,1,1,2
HEAVY_TRACK,5.32,10,2670.0,4.428,1.078,18
LIGHT_TRACK,1.212,0,607.0,5.667,1.0,6
LIGHT_TRACK,3.21,1,1633.0,14.0,0.833,21
SMALL_BLOB,0.342,0,171.0,1,1,2
SMALL_BLOB,0.35,0,175.0,1,1,1
HEAVY_TRACK,14.127,13,7065.0,3.0,1.583,19
SMALL_BLOB,0.236,0,118.0,1,1,2
SMALL_BLOB,0.054,0,27.0,1,1,1
LIGHT_TRACK,1.373,0,688.0,6.4,1.406,9
SMALL_BLOB,0.973,0,487.0,3.0,2.667,4
SMALL_BLOB,0.294,0,147.0,1,1,1
SMALL_BLOB,0.324,0,162.0,1,1,1
SMALL_BLOB,0.156,0,78.0,1,1,1
LIGHT_TRACK,1.903,0,958.0,6.182,0.682,15
LIGHT_TRACK,0.934,0,467.0,5.0,1.4,7
SMALL_BLOB,0.396,0,198.0,1,1,2
LIGHT_TRACK,1.234,0,618.0,6.0,1.667,8
STRAIGHT_TRACK,3.305,0,1680.0,16.454,1.121,23
STRAIGHT_TRACK,3.222,0,1647.0,18.75,1.125,27
LIGHT_TRACK,1.715,0,858.0,3.0,2.0,6
STRAIGHT_TRACK,6.424,0,3639.0,46.779,1.023,62
STRAIGHT_TRACK,1.332,0,668.0,11.0,2.0,11
SMALL_BLOB,0.118,0,59.0,1,1,1
LIGHT_TRACK,15.862,7,15715.0,20.363,0.155,223
STRAIGHT_TRACK,2.929,0,1487.0,12.533,0.922,23
LIGHT_TRACK,1.916,0,965.0,1,1,12
LIGHT_TRACK,3.847,2,1968.0,15.75,0.978,29
SMALL_BLOB,0.486,0,243.0,1,1,2
SMALL_BLOB,0.224,0,112.0,1,1,1
SMALL_BLOB,0.118,0,59.0,1,1,1
LIGHT_TRACK,1.178,2,589.0,3.0,2.333,7
LIGHT_TRACK,1.616,0,809.0,4.25,0.98,12
STRAIGHT_TRACK,2.039,0,1027.0,10.75,1.163,16
LIGHT_TRACK,1.239,0,620.0,5.0,2.4,6
LIGHT_TRACK,3.025,2,1537.0,13.0,0.96,24
SMALL_BLOB,0.222,0,111.0,1,1,2
HEAVY_TRACK,3.742,5,1891.0,5.75,0.652,24
SMALL_BLOB,0.392,0,196.0,1.0,3.0,3
STRAIGHT_TRACK,2.974,0,1514.0,17.572,1.095,23
STRAIGHT_TRACK,4.404,0,2292.0,25.599,1.077,35
LIGHT_TRACK,1.608,1,807.0,6.143,0.997,12
LIGHT_TRACK,1.439,0,722.0,1,1,8
STRAIGHT_TRACK,2.112,0,1063.0,11.111,1.217,15
LIGHT_TRACK,1.372,0,688.0,7.5,1.275,9
HEAVY_TRACK,4.73,8,2456.0,8.836,0.45,40
STRAIGHT_TRACK,4.587,0,2408.0,26.958,1.003,38
HEAVY_TRACK,3.632,5,1818.0,3.5,1.571,11
LIGHT_TRACK,5.397,4,2842.0,27.894,1.021,40
SMALL_BLOB,0.332,0,166.0,1,1,2
LIGHT_TRACK,0.964,0,482.0,3.0,2.0,6
SMALL_BLOB,0.136,0,68.0,1,1,1
LIGHT_TRACK,2.705,2,1364.0,10.6,1.104,18
LIGHT_TRACK,1.232,0,617.0,6.5,1.731,9
SMALL_BLOB,0.082,0,41.0,1,1,1
HEAVY_TRACK,4.707,10,2380.0,2.271,0.333,32
LIGHT_TRACK,1.638,2,821.0,5.0,1.224,12
LIGHT_TRACK,5.044,3,2656.0,14.984,0.578,42
STRAIGHT_TRACK,2.744,0,1392.0,15.333,1.156,22
STRAIGHT_TRACK,4.583,0,2396.0,25.133,0.971,36
STRAIGHT_TRACK,1.863,0,936.0,9.143,1.281,14
HEAVY_TRACK,6.359,6,3414.0,33.44,1.028,47
LIGHT_TRACK,1.139,0,570.0,4.25,1.5,6
SMALL_BLOB,0.254,0,127.0,1,1,1
LIGHT_TRACK,1.23,1,615.0,2.0,1.667,6
LIGHT_TRACK,1.699,1,850.0,3.0,1.481,8
SMALL_BLOB,0.304,0,152.0,2.0,3.0,3
SMALL_BLOB,0.862,0,431.0,2.0,3.0,3
SMALL_BLOB,0.214,0,107.0,1,1,1
SMALL_BLOB,0.042,0,21.0,1,1,1
LIGHT_TRACK,3.493,4,1752.0,8.0,1.75,14
LIGHT_TRACK,1.051,0,526.0,5.0,1.75,7
LIGHT_TRACK,1.042,0,521.0,4.0,2.5,5
LIGHT_TRACK,1.267,0,636.0,7.75,1.258,12
SMALL_BLOB,0.07,0,35.0,1,1,1
LIGHT_TRACK,1.371,0,686.0,3.5,1.786,5
STRAIGHT_TRACK,5.366,0,2864.0,31.847,1.004,44
MEDIUM_BLOB,2.276,4,1139.0,1.125,0.903,13
SMALL_BLOB,0.158,0,79.0,1,1,1
LIGHT_TRACK,1.207,0,604.0,3.5,1.786,5
LIGHT_TRACK,4.512,1,2311.0,15.93,1.002,31
HEAVY_TRACK,5.977,6,3247.0,39.472,1.087,51
STRAIGHT_TRACK,2.057,0,1036.0,17.0,1.882,16
STRAIGHT_TRACK,2.73,0,1388.0,14.182,0.842,20
LIGHT_TRACK,2.876,0,1442.0,6.0,1.25,12
LIGHT_TRACK,0.832,0,416.0,3.0,1.667,5
HEAVY_TRACK,4.479,8,2240.0,1.5,2.0,12
STRAIGHT_TRACK,5.461,0,2871.0,11.423,0.467,43
HEAVY_BLOB,13.147,6,6578.0,1.0,1.375,11
LIGHT_TRACK,1.267,2,634.0,5.0,1.8,9
LIGHT_TRACK,1.213,0,608.0,7.857,1.377,10
LIGHT_TRACK,1.236,0,619.0,6.5,1.538,8
LIGHT_TRACK,1.367,0,685.0,7.0,1.429,10
LIGHT_TRACK,2.083,0,1042.0,3.68,0.606,17
LIGHT_TRACK,2.663,2,1339.0,8.0,1.181,17
LIGHT_TRACK,2.74,2,1371.0,2.0,1.125,9
SMALL_BLOB,0.816,0,408.0,1,1,2
HEAVY_TRACK,4.934,11,2511.0,9.5,0.842,32
SMALL_BLOB,0.262,0,131.0,1,1,1
SMALL_BLOB,1.103,0,552.0,1,1,4
STRAIGHT_TRACK,2.021,0,1016.0,10.75,1.384,14
HEAVY_TRACK,5.6,7,2831.0,5.25,0.69,29
LIGHT_TRACK,6.472,2,3371.0,20.801,1.0,41
LIGHT_TRACK,1.471,0,737.0,6.4,1.406,9
STRAIGHT_TRACK,2.363,0,1191.0,13.333,1.417,17
LIGHT_TRACK,1.388,2,694.0,4.0,2.0,8
SMALL_BLOB,0.486,0,243.0,1,1,2
LIGHT_TRACK,1.303,0,653.0,7.666,1.304,9
SMALL_BLOB,0.484,0,242.0,2.0,3.0,3
STRAIGHT_TRACK,2.08,0,1051.0,13.0,1.125,18
STRAIGHT_TRACK,3.818,0,1970.0,23.292,1.076,30
LIGHT_TRACK,1.448,0,725.0,3.4,0.9,9
STRAIGHT_TRACK,3.695,0,1887.0,18.75,1.127,26
SMALL_BLOB,0.51,0,255.0,1,1,2
LIGHT_TRACK,0.877,0,439.0,4.0,1.875,6
LIGHT_TRACK,42.865,157,48625.0,6.805,0.073,443
LIGHT_TRACK,1.084,0,542.0,3.0,2.083,5
SMALL_BLOB,0.192,0,96.0,1,1,1
HEAVY_TRACK,23.996,31,15952.0,39.999,0.714,137
STRAIGHT_TRACK,2.179,0,1100.0,12.5,1.17,18
LIGHT_TRACK,1.252,0,627.0,7.0,1.607,9
SMALL_BLOB,0.867,0,434.0,1,1,4
SMALL_BLOB,0.19,0,95.0,1,1,1
LIGHT_TRACK,1.342,0,672.0,5.429,1.252,9
LIGHT_TRACK,1.157,0,579.0,4.667,1.667,7
LIGHT_TRACK,1.142,0,571.0,5.0,1.6,8
HEAVY_TRACK,5.365,12,2725.0,4.933,0.525,34
SMALL_BLOB,0.176,0,88.0,1,1,1
STRAIGHT_TRACK,2.001,0,1008.0,9.583,1.096,17
LIGHT_TRACK,2.015,0,1009.0,4.4,1.391,9
HEAVY_TRACK,7.034,8,3551.0,4.412,0.614,27
SMALL_BLOB,0.274,0,137.0,1,1,1
LIGHT_TRACK,1.288,0,644.0,6.0,1.5,9
LIGHT_TRACK,3.641,1,1822.0,4.0,0.875,14
LIGHT_TRACK,7.211,4,3658.0,9.45,0.775,24
LIGHT_TRACK,2.717,1,1359.0,1.0,1.111,10
HEAVY_TRACK,3.691,10,1855.0,6.2,1.194,20
STRAIGHT_TRACK,2.517,0,1265.0,8.4,1.133,14
SMALL_BLOB,0.18,0,90.0,1,1,1
LIGHT_TRACK,8.223,0,4917.0,18.204,0.339,80
SMALL_BLOB,0.072,0,36.0,1,1,1
HEAVY_TRACK,6.306,6,3244.0,17.727,1.03,34
SMALL_BLOB,0.208,0,104.0,1,1,1
SMALL_BLOB,0.16,0,80.0,1,1,1
HEAVY_TRACK,5.836,6,3154.0,13.675,0.439,54
HEAVY_TRACK,6.789,5,3426.0,6.916,0.898,24
LIGHT_TRACK,1.185,0,593.0,4.0,1.875,6
SMALL_BLOB,0.318,0,159.0,1,1,2
SMALL_BLOB,0.881,0,441.0,2.5,2.0,4
LIGHT_TRACK,1.276,0,639.0,4.428,1.336,10
SMALL_BLOB,0.34,0,170.0,1,1,2
LIGHT_TRACK,1.208,0,604.0,2.0,2.5,5
LIGHT_TRACK,0.838,0,419.0,2.0,2.5,5
HEAVY_TRACK,8.108,13,4181.0,9.917,0.67,43
LIGHT_TRACK,13.834,28,7839.0,6.591,0.265,114
STRAIGHT_TRACK,1.162,0,582.0,9.0,2.222,10
LIGHT_TRACK,0.832,0,416.0,3.0,1.667,5
LIGHT_TRACK,5.603,2,2806.0,6.623,0.381,36
LIGHT_TRACK,1.493,2,747.0,2.167,1.154,9
SMALL_BLOB,0.512,0,256.0,1.0,3.0,3
LIGHT_TRACK,1.438,0,722.0,1,1,9
HEAVY_TRACK,6.658,12,3335.0,3.0,1.5,18
LIGHT_TRACK,2.011,4,1008.0,4.25,1.144,14
SMALL_BLOB,0.13,0,65.0,1,1,1
SMALL_BLOB,0.298,0,149.0,1,1,2
LIGHT_TRACK,11.087,16,5655.0,2.696,0.292,43
STRAIGHT_TRACK,2.603,0,1310.0,11.751,1.356,15
LIGHT_TRACK,1.752,0,879.0,7.666,1.261,12
LIGHT_TRACK,1.762,1,885.0,7.0,1.19,15
SMALL_BLOB,0.126,0,63.0,1,1,1
